protein,seq_len,n_long_range_contacts,anchor_positions,n_anchors_steered,steering_mode,alpha,P_L5,P_L2,P_L,kl_div,l10h9_top3_mass,l10h9_anchor_mass,l10h9_top1_mass,l10h9_entropy,l10h9_entropy_norm
1ATGA,231,445,[160],1,direct,4.0,0.9565217391304348,0.8521739130434782,0.7662337662337663,0.0018343020929023623,0.6630683541297913,5.575925001721771e-07,0.4677039682865143,3.6174747943878174,0.4607221620694347
1ATGA,231,445,[160],1,direct,8.0,0.9565217391304348,0.8521739130434782,0.7619047619047619,0.002807092620059848,0.6630683541297913,2.5609963368727895e-12,0.46798422932624817,3.6163489818573,0.46057877840745326
1ATGA,231,445,[160],1,direct,16.0,0.8913043478260869,0.8608695652173913,0.7402597402597403,0.11190285533666611,0.6630683541297913,3.35675284596078e-22,0.46805456280708313,3.6161108016967773,0.4605484437445309
1ATGA,231,445,[160],1,direct,32.0,0.30434782608695654,0.14782608695652175,0.09090909090909091,0.8386661410331726,0.6630683541297913,1.4930835137380926e-41,0.46806061267852783,3.6160922050476074,0.46054607527235075
1B5QA,472,802,[428],1,direct,0.0,0.776595744680851,0.6822033898305084,0.4978813559322034,0.0,0.9508631229400635,0.5767358541488647,0.5767358541488647,2.008329391479492,0.2260959244133735
1B5QA,472,802,[428],1,direct,0.5,0.7978723404255319,0.6822033898305084,0.5021186440677966,0.0007780195446684957,0.9017626047134399,0.24414870142936707,0.34307312965393066,2.6990599632263184,0.3038577536243819
1B5QA,472,802,[428],1,direct,1.0,0.8085106382978723,0.690677966101695,0.4957627118644068,0.0018325896235182881,0.8755995035171509,0.06320807337760925,0.44895505905151367,2.7187585830688477,0.3060754066059395
1B5QA,472,802,[428],1,direct,2.0,0.8085106382978723,0.690677966101695,0.4915254237288136,0.0033299296628683805,0.8761506676673889,0.0034779957495629787,0.479017972946167,2.577754497528076,0.29020129292635155
1B5QA,472,802,[428],1,direct,4.0,0.8085106382978723,0.6822033898305084,0.4936440677966102,0.006257159169763327,0.8782895803451538,1.4072761587158311e-05,0.4802612364292145,2.554374933242798,0.28756924251575244
1B5QA,472,802,[428],1,direct,8.0,0.7872340425531915,0.673728813559322,0.4915254237288136,0.011022761464118958,0.8782958984375,5.65047175715705e-10,0.47976139187812805,2.5543246269226074,0.2875635790752752
1B5QA,472,802,[428],1,direct,16.0,0.22340425531914893,0.1228813559322034,0.06567796610169492,0.48573076725006104,0.8782958984375,9.028903860684749e-18,0.47866520285606384,2.5546960830688477,0.28760539727557616
1B5QA,472,802,[428],1,direct,32.0,0.09574468085106383,0.059322033898305086,0.048728813559322036,1.6847103834152222,0.8782958984375,2.0694016747673854e-32,0.47844621539115906,2.5547633171081543,0.2876129664235126
1B63A,333,509,[57],1,direct,0.0,0.9696969696969697,0.8554216867469879,0.6066066066066066,0.0,0.8605196475982666,0.5866835117340088,0.5866835117340088,2.710040807723999,0.32341788244981773
1B63A,333,509,[57],1,direct,0.5,0.9696969696969697,0.8493975903614458,0.6186186186186187,0.0006457625422626734,0.683839738368988,0.23021292686462402,0.3337790369987488,4.130655288696289,0.49295485986510296
1B63A,333,509,[57],1,direct,1.0,0.9545454545454546,0.8493975903614458,0.6216216216216216,0.001959834713488817,0.576634407043457,0.054892268031835556,0.4008176326751709,4.483226299285889,0.5350308940462435
1B63A,333,509,[57],1,direct,2.0,0.9545454545454546,0.8433734939759037,0.6246246246246246,0.0030896575190126896,0.5772172212600708,0.0022346030455082655,0.4210779666900635,4.4459638595581055,0.5305839723182291
1B63A,333,509,[57],1,direct,4.0,0.9545454545454546,0.8373493975903614,0.6156156156156156,0.003491995157673955,0.5785390138626099,1.2239433090144303e-05,0.42184096574783325,4.432643890380859,0.5289943592713245
1B63A,333,509,[57],1,direct,8.0,0.9545454545454546,0.8373493975903614,0.6126126126126126,0.003602392738685012,0.5785401463508606,6.826922316349737e-08,0.4212733209133148,4.432765960693359,0.5290089272150493
1B63A,333,509,[57],1,direct,16.0,0.803030303030303,0.5180722891566265,0.34534534534534533,0.2627492845058441,0.5785401463508606,5.585650865447267e-12,0.4204416275024414,4.433873176574707,0.5291410630171153
1B63A,333,509,[57],1,direct,32.0,0.09090909090909091,0.10240963855421686,0.06306306306306306,1.1627362966537476,0.5785401463508606,3.917084387059026e-20,0.42017674446105957,4.434258937835693,0.5291870999955267
1BRTA,277,515,[26],1,direct,0.0,0.9272727272727272,0.8840579710144928,0.7978339350180506,0.0,0.9583495259284973,0.6344782114028931,0.6344782114028931,2.0429739952087402,0.2517918308714907
1BRTA,277,515,[26],1,direct,0.5,0.9272727272727272,0.8840579710144928,0.7942238267148014,0.0007259167614392936,0.9000750184059143,0.2678924798965454,0.532078206539154,2.74383282661438,0.33817106465319563
1BRTA,277,515,[26],1,direct,1.0,0.9272727272727272,0.8913043478260869,0.7942238267148014,0.0022368927020579576,0.8630730509757996,0.07440569251775742,0.6852978467941284,2.691404342651367,0.33170937498028585
1BRTA,277,515,[26],1,direct,2.0,0.9272727272727272,0.8913043478260869,0.7870036101083032,0.006639330182224512,0.8604406118392944,0.004868817050009966,0.7394978404045105,2.504202365875244,0.30863716329978125
1BRTA,277,515,[26],1,direct,4.0,0.9454545454545454,0.8985507246376812,0.7870036101083032,0.01843632198870182,0.8630913496017456,6.077755460864864e-05,0.7431102991104126,2.472160577774048,0.3046880868507821
1BRTA,277,515,[26],1,direct,8.0,0.9454545454545454,0.8913043478260869,0.7833935018050542,0.023235583677887917,0.8630973100662231,2.0424685942543874e-08,0.7431594133377075,2.471343517303467,0.3045873860331002
1BRTA,277,515,[26],1,direct,16.0,0.9636363636363636,0.9057971014492754,0.7617328519855595,0.17783312499523163,0.8630973100662231,2.813780558582452e-15,0.7431599497795105,2.4713401794433594,0.3045869746495439
1BRTA,277,515,[26],1,direct,32.0,0.4,0.2536231884057971,0.19494584837545126,1.0596551895141602,0.8630973100662231,5.365510222938485e-29,0.7431600093841553,2.4713401794433594,0.3045869746495439
1BS0A,384,643,[201],1,direct,0.0,0.9868421052631579,0.84375,0.6744791666666666,0.0,0.9027053117752075,0.5655729174613953,0.5655729174613953,2.178288459777832,0.2537330197534178
1BS0A,384,643,[201],1,direct,0.5,0.9868421052631579,0.8385416666666666,0.6744791666666666,0.00039771044976077974,0.8222866654396057,0.17820049822330475,0.3415175974369049,2.8910303115844727,0.33675514731038364
1BS0A,384,643,[201],1,direct,1.0,0.9868421052631579,0.8489583333333334,0.671875,0.0010235803201794624,0.8602978587150574,0.033777929842472076,0.4055127799510956,2.803701162338257,0.3265828082653523
1BS0A,384,643,[201],1,direct,2.0,0.9868421052631579,0.8489583333333334,0.6692708333333334,0.002314117504283786,0.8898292183876038,0.000940142257604748,0.42062461376190186,2.6862409114837646,0.31290071578741485
1BS0A,384,643,[201],1,direct,4.0,0.9868421052631579,0.84375,0.6770833333333334,0.003855837509036064,0.8910899758338928,1.0444592817293596e-06,0.4212060272693634,2.6775717735290527,0.31189091079945086
1BS0A,384,643,[201],1,direct,8.0,0.9868421052631579,0.8489583333333334,0.6744791666666666,0.005359678063541651,0.8910902738571167,6.077672653342914e-12,0.4215453863143921,2.6772918701171875,0.3118583068816304
1BS0A,384,643,[201],1,direct,16.0,0.8947368421052632,0.8020833333333334,0.5989583333333334,0.14616237580776215,0.8910902738571167,1.1651362983885951e-21,0.4223687946796417,2.676847457885742,0.3118065405248865
1BS0A,384,643,[201],1,direct,32.0,0.39473684210526316,0.2604166666666667,0.18489583333333334,1.178709864616394,0.8910902738571167,6.170898047347197e-41,0.4231233298778534,2.6764004230499268,0.31175446867998585
1BYIA,224,411,[112],1,direct,0.0,0.9772727272727273,0.8928571428571429,0.7767857142857143,0.0,0.8201952576637268,0.6485766768455505,0.6485766768455505,2.392503023147583,0.3064422005957744
1BYIA,224,411,[112],1,direct,0.5,0.9772727272727273,0.9017857142857143,0.7723214285714286,0.0021675319876521826,0.5698946714401245,0.20009325444698334,0.2700779139995575,4.077426433563232,0.5222545246461832
1BYIA,224,411,[112],1,direct,1.0,0.9772727272727273,0.9107142857142857,0.78125,0.004955969750881195,0.5615919828414917,0.03283904120326042,0.32453063130378723,4.277299880981445,0.5478551857424943
1BYIA,224,411,[112],1,direct,2.0,0.9772727272727273,0.9107142857142857,0.7767857142857143,0.0072754560969769955,0.5735637545585632,0.0005404236144386232,0.3354109823703766,4.206299304962158,0.5387611229352951
1BYIA,224,411,[112],1,direct,4.0,0.9772727272727273,0.9107142857142857,0.7723214285714286,0.009763902984559536,0.5778881311416626,1.2335721066847327e-07,0.336514413356781,4.19456672668457,0.5372583632433486
1BYIA,224,411,[112],1,direct,8.0,0.9772727272727273,0.9196428571428571,0.78125,0.013089035637676716,0.5778881311416626,1.1336077408263638e-14,0.3374912142753601,4.190297603607178,0.5367115553781995
1BYIA,224,411,[112],1,direct,16.0,1.0,0.8571428571428571,0.7455357142857143,0.08652307093143463,0.5778881311416626,2.2878917218443007e-27,0.33813634514808655,4.18873929977417,0.5365119610407363
1BYIA,224,411,[112],1,direct,32.0,0.06818181818181818,0.08928571428571429,0.11607142857142858,0.779827892780304,0.5778881311416626,0.0,0.338389128446579,4.188220024108887,0.5364454499533748
1C3PA,375,716,[163],1,direct,0.0,0.8933333333333333,0.8235294117647058,0.7013333333333334,0.0,0.963398277759552,0.703127920627594,0.703127920627594,1.6873412132263184,0.19733261381458297
1C3PA,375,716,[163],1,direct,0.5,0.8933333333333333,0.8128342245989305,0.712,0.0009587981039658189,0.8943480849266052,0.28035539388656616,0.5619280338287354,2.6614179611206055,0.3112497689289628
1C3PA,375,716,[163],1,direct,1.0,0.8933333333333333,0.8128342245989305,0.712,0.0029008693527430296,0.8551002144813538,0.05911775305867195,0.7355718612670898,2.6799025535583496,0.3134115207503758
1C3PA,375,716,[163],1,direct,2.0,0.8933333333333333,0.8128342245989305,0.704,0.0072295283898711205,0.8476722240447998,0.0020184870809316635,0.7776790261268616,2.545171022415161,0.29765482317473246
1C3PA,375,716,[163],1,direct,4.0,0.8933333333333333,0.8181818181818182,0.7013333333333334,0.016859522089362144,0.8483742475509644,5.0438752623449545e-06,0.7791013121604919,2.530776023864746,0.29597134465388303
1C3PA,375,716,[163],1,direct,8.0,0.8933333333333333,0.8074866310160428,0.7013333333333334,0.02149580977857113,0.848374605178833,1.4913514867487265e-10,0.7792010307312012,2.5297374725341797,0.295849887270495
1C3PA,375,716,[163],1,direct,16.0,0.88,0.7754010695187166,0.5973333333333334,0.13900598883628845,0.848374605178833,2.458176570293874e-19,0.7792097926139832,2.529662609100342,0.29584113207802853
1C3PA,375,716,[163],1,direct,32.0,0.28,0.13903743315508021,0.08266666666666667,0.8858391046524048,0.848374605178833,6.985614992375434e-37,0.7792101502418518,2.529661178588867,0.2958409647813572
1COJA,212,244,[109],1,direct,0.0,0.7142857142857143,0.6037735849056604,0.49056603773584906,0.0,0.9752885103225708,0.9669769406318665,0.9669769406318665,0.4216013252735138,0.054555598463046515
1COJA,212,244,[109],1,direct,0.5,0.7619047619047619,0.6037735849056604,0.4858490566037736,0.0020007926505059004,0.8499243259429932,0.814205527305603,0.814205527305603,1.9548039436340332,0.25295342455029496
1COJA,212,244,[109],1,direct,1.0,0.7380952380952381,0.6037735849056604,0.4669811320754717,0.008769462816417217,0.44249117374420166,0.4133032560348511,0.4133032560348511,5.228455543518066,0.676566946342047
1COJA,212,244,[109],1,direct,2.0,0.7142857142857143,0.5943396226415094,0.4528301886792453,0.021295174956321716,0.049905627965927124,0.015855489298701286,0.016261115670204163,7.502220153808594,0.9707941739201866
1COJA,212,244,[109],1,direct,4.0,0.6666666666666666,0.5660377358490566,0.46226415094339623,0.03237294405698776,0.04889216274023056,5.7998272495751735e-06,0.016525905579328537,7.505727767944336,0.9712480624088642
1COJA,212,244,[109],1,direct,8.0,0.6666666666666666,0.5754716981132075,0.4339622641509434,0.04444330930709839,0.048912689089775085,8.263834495175759e-13,0.016535591334104538,7.504572868347168,0.9710986173409499
1COJA,212,244,[109],1,direct,16.0,0.16666666666666666,0.12264150943396226,0.10377358490566038,0.3812592625617981,0.048912689089775085,5.766323000347222e-26,0.016495879739522934,7.504386901855469,0.9710745531062321
1COJA,212,244,[109],1,direct,32.0,0.047619047619047616,0.04716981132075472,0.04245283018867924,0.6590383052825928,0.0488923154771328,0.0,0.01647787168622017,7.5051350593566895,0.9711713653735969
1CUKA,203,165,[81],1,direct,0.0,0.875,0.6534653465346535,0.4482758620689655,0.0,0.9842295050621033,0.8748759031295776,0.8748759031295776,0.8281592130661011,0.10803951999147524
1CUKA,203,165,[81],1,direct,0.5,0.875,0.6435643564356436,0.4482758620689655,0.000375529081793502,0.9280699491500854,0.5199345946311951,0.5199345946311951,2.1202597618103027,0.2766036328632148
1CUKA,203,165,[81],1,direct,1.0,0.875,0.6534653465346535,0.4482758620689655,0.0014638458378612995,0.864983320236206,0.13712899386882782,0.4605715274810791,2.6481966972351074,0.34547692701868754
1CUKA,203,165,[81],1,direct,2.0,0.875,0.6435643564356436,0.4433497536945813,0.0041710021905601025,0.8632103204727173,0.0032605237793177366,0.5308251976966858,2.443270683288574,0.3187428065364915
1CUKA,203,165,[81],1,direct,4.0,0.875,0.6534653465346535,0.43349753694581283,0.008726957254111767,0.8657830953598022,2.8361148451949703e-06,0.5328364372253418,2.417184352874756,0.31533965099371425
1CUKA,203,165,[81],1,direct,8.0,0.875,0.6534653465346535,0.43349753694581283,0.015337135642766953,0.8657833933830261,1.4796216335488666e-11,0.5328735113143921,2.4158449172973633,0.31516491167480326
1CUKA,203,165,[81],1,direct,16.0,0.875,0.6237623762376238,0.4187192118226601,0.054578714072704315,0.8657833933830261,1.0784035031055692e-21,0.5322732925415039,2.4161503314971924,0.3152047552254485
1CUKA,203,165,[81],1,direct,32.0,0.2,0.16831683168316833,0.12807881773399016,0.7087925672531128,0.8657833933830261,9.928199619741329e-42,0.5298822522163391,2.418074131011963,0.3154557291599968
1D2SA,170,117,[90],1,direct,0.0,0.6176470588235294,0.4235294117647059,0.28823529411764703,0.0,0.9750529527664185,0.9689644575119019,0.9689644575119019,0.3477172255516052,0.0469292589024679
1D2SA,170,117,[90],1,direct,0.5,0.5882352941176471,0.4117647058823529,0.2823529411764706,0.0041421218775212765,0.828368067741394,0.8031237721443176,0.8031237721443176,1.798402190208435,0.24271930118265422
1D2SA,170,117,[90],1,direct,1.0,0.6470588235294118,0.4235294117647059,0.2823529411764706,0.021602530032396317,0.39624619483947754,0.36150145530700684,0.36150145530700684,5.042865753173828,0.6806046268362411
1D2SA,170,117,[90],1,direct,2.0,0.6764705882352942,0.4235294117647059,0.2823529411764706,0.07040292769670486,0.09581126272678375,0.009705175645649433,0.0336555652320385,6.888090133666992,0.9296432315471198
1D2SA,170,117,[90],1,direct,4.0,0.6176470588235294,0.43529411764705883,0.27058823529411763,0.1217467337846756,0.09683970361948013,2.20164861275407e-06,0.03398031368851662,6.875236511230469,0.9279084570498217
1D2SA,170,117,[90],1,direct,8.0,0.6470588235294118,0.4470588235294118,0.27058823529411763,0.14067618548870087,0.09683991223573685,1.6721782921010064e-13,0.033922236412763596,6.8742876052856445,0.927780389040858
1D2SA,170,117,[90],1,direct,16.0,0.5882352941176471,0.4117647058823529,0.2647058823529412,0.27702632546424866,0.09683991223573685,3.0802144861403485e-27,0.03386513888835907,6.875152111053467,0.9278970660761601
1D2SA,170,117,[90],1,direct,32.0,0.0,0.0,0.01764705882352941,0.6445873975753784,0.09683991223573685,0.0,0.0338619165122509,6.875277519226074,0.927913991647194
1DCSA,311,485,[219],1,direct,0.0,0.8064516129032258,0.7290322580645161,0.5755627009646302,0.0,0.9320513010025024,0.4313772916793823,0.4313772916793823,2.2273120880126953,0.2689740061452717
1DCSA,311,485,[219],1,direct,0.5,0.8225806451612904,0.7354838709677419,0.5852090032154341,0.0004883792134933174,0.8897433280944824,0.11432786285877228,0.6427412033081055,2.5682640075683594,0.3101479414008526
1DCSA,311,485,[219],1,direct,1.0,0.8225806451612904,0.7354838709677419,0.5884244372990354,0.0009819634724408388,0.8729472160339355,0.01886819489300251,0.7090492248535156,2.4381446838378906,0.2944345099652404
1DCSA,311,485,[219],1,direct,2.0,0.8225806451612904,0.7354838709677419,0.5787781350482315,0.0015762413386255503,0.8767863512039185,0.0005073454231023788,0.7219880223274231,2.3546411991119385,0.2843504867451851
1DCSA,311,485,[219],1,direct,4.0,0.8225806451612904,0.7290322580645161,0.5787781350482315,0.0018322947435081005,0.8770806789398193,1.263895910597057e-06,0.722502589225769,2.3487730026245117,0.28364183332990234
1DCSA,311,485,[219],1,direct,8.0,0.8225806451612904,0.7290322580645161,0.5852090032154341,0.002636543707922101,0.8770807981491089,1.5247478279967197e-10,0.7225831747055054,2.348400592803955,0.2835968604848745
1DCSA,311,485,[219],1,direct,16.0,0.7580645161290323,0.632258064516129,0.48231511254019294,0.10380368679761887,0.8770807981491089,6.162755711822704e-18,0.7225925922393799,2.3483660221099854,0.28359268566891477
1DCSA,311,485,[219],1,direct,32.0,0.03225806451612903,0.025806451612903226,0.03858520900321544,0.738487720489502,0.8770807981491089,1.038940478165124e-32,0.7225926518440247,2.3483657836914062,0.2835926568770806
1DPGA,485,796,[113],1,direct,0.0,0.8865979381443299,0.7479338842975206,0.5731958762886598,0.0,0.977288007736206,0.8806941509246826,0.8806941509246826,0.8484514951705933,0.09509825395394284
1DPGA,485,796,[113],1,direct,0.5,0.8865979381443299,0.743801652892562,0.5711340206185567,0.000569154042750597,0.904344379901886,0.6565337181091309,0.6565337181091309,2.0441136360168457,0.22911343638985782
1DPGA,485,796,[113],1,direct,1.0,0.865979381443299,0.7603305785123967,0.5649484536082474,0.00303566618822515,0.763988733291626,0.2775697708129883,0.3566974103450775,3.442359447479248,0.3858351064268147
1DPGA,485,796,[113],1,direct,2.0,0.8969072164948454,0.7479338842975206,0.5690721649484536,0.009918606840074062,0.7109605073928833,0.012892044149339199,0.47517022490501404,3.676443576812744,0.4120723069086979
1DPGA,485,796,[113],1,direct,4.0,0.9072164948453608,0.7479338842975206,0.5731958762886598,0.014076038263738155,0.7227828502655029,8.929154137149453e-05,0.4820016622543335,3.620140314102173,0.40576158436750076
1DPGA,485,796,[113],1,direct,8.0,0.8865979381443299,0.731404958677686,0.5731958762886598,0.018106399103999138,0.7228239178657532,1.9632767589428113e-07,0.48177576065063477,3.6187644004821777,0.4056073657897768
1DPGA,485,796,[113],1,direct,16.0,0.8762886597938144,0.640495867768595,0.4268041237113402,0.3886432647705078,0.7228239178657532,2.0933537021872173e-12,0.48166248202323914,3.6188294887542725,0.405614661175623
1DPGA,485,796,[113],1,direct,32.0,0.29896907216494845,0.17768595041322313,0.10515463917525773,1.4319106340408325,0.7228239178657532,2.400868756305603e-22,0.48165664076805115,3.6187896728515625,0.40561019843043505
1DXYA,333,476,[228],1,direct,0.0,0.9090909090909091,0.8614457831325302,0.6996996996996997,0.0,0.8037060499191284,0.3845953941345215,0.3845953941345215,3.1332740783691406,0.37392679278955565
1DXYA,333,476,[228],1,direct,0.5,0.8939393939393939,0.8614457831325302,0.7027027027027027,0.0003161349450238049,0.7039849758148193,0.0889996662735939,0.36797967553138733,3.6346254348754883,0.433758361975705
1DXYA,333,476,[228],1,direct,1.0,0.9090909090909091,0.8614457831325302,0.7027027027027027,0.0007689327467232943,0.7286128997802734,0.016014814376831055,0.3966635763645172,3.5790462493896484,0.4271255089105837
1DXYA,333,476,[228],1,direct,2.0,0.9090909090909091,0.8614457831325302,0.7057057057057057,0.0019693912472575903,0.7391800284385681,0.0006154013681225479,0.40218695998191833,3.524784803390503,0.4206499156598506
1DXYA,333,476,[228],1,direct,4.0,0.9090909090909091,0.8674698795180723,0.7057057057057057,0.0026916421484202147,0.7394066452980042,2.3666602828598116e-06,0.40199384093284607,3.519771099090576,0.42005157720557706
1DXYA,333,476,[228],1,direct,8.0,0.9090909090909091,0.8614457831325302,0.7027027027027027,0.003152826800942421,0.7394066452980042,4.720895896426214e-10,0.4006999135017395,3.519990921020508,0.4200778108854877
1DXYA,333,476,[228],1,direct,16.0,0.8939393939393939,0.8253012048192772,0.6666666666666666,0.10592754185199738,0.7394066452980042,9.021690349434919e-17,0.3999840319156647,3.5201282501220703,0.42009419982217805
1DXYA,333,476,[228],1,direct,32.0,0.4090909090909091,0.3493975903614458,0.26126126126126126,1.047581434249878,0.7394066452980042,3.4867859499627574e-30,0.399968683719635,3.5201268196105957,0.4200940291040875
1DYPA,271,504,[194],1,direct,0.0,0.9074074074074074,0.7925925925925926,0.6457564575645757,0.0,0.9148665070533752,0.7932567596435547,0.7932567596435547,1.7668359279632568,0.21860966915147206
1DYPA,271,504,[194],1,direct,0.5,0.9074074074074074,0.8074074074074075,0.6383763837638377,0.001641282462514937,0.6599384546279907,0.38699060678482056,0.38699060678482056,4.196569442749023,0.5192393039619126
1DYPA,271,504,[194],1,direct,1.0,0.9259259259259259,0.8222222222222222,0.6383763837638377,0.006136402953416109,0.4643469750881195,0.07933564484119415,0.32868337631225586,5.348344802856445,0.6617478563548643
1DYPA,271,504,[194],1,direct,2.0,0.9074074074074074,0.8222222222222222,0.6346863468634686,0.013716529123485088,0.4575003683567047,0.001589909428730607,0.35628047585487366,5.392631530761719,0.6672274296315599
1DYPA,271,504,[194],1,direct,4.0,0.9259259259259259,0.8148148148148148,0.6309963099630996,0.024123577401041985,0.4579404890537262,1.03652996585879e-06,0.35682862997055054,5.382203102111816,0.6659371257041584
1DYPA,271,504,[194],1,direct,8.0,0.9259259259259259,0.8074074074074075,0.6309963099630996,0.029908180236816406,0.4579405188560486,2.2202435202844928e-12,0.35628679394721985,5.380554676055908,0.665733166825465
1DYPA,271,504,[194],1,direct,16.0,0.8518518518518519,0.6370370370370371,0.4981549815498155,0.19852545857429504,0.4579405188560486,1.0523976242032402e-22,0.35563573241233826,5.380971908569336,0.6657847907823226
1DYPA,271,504,[194],1,direct,32.0,0.018518518518518517,0.02962962962962963,0.02952029520295203,0.8155146837234497,0.4579405188560486,2.2883203922424263e-42,0.3556167483329773,5.38155460357666,0.6658568873254997
1E0CA,271,495,[85],1,direct,0.0,0.9259259259259259,0.7925925925925926,0.6678966789667896,0.0,0.7835277915000916,0.44343116879463196,0.44343116879463196,2.955327033996582,0.3656610412496828
1E0CA,271,495,[85],1,direct,0.5,0.9074074074074074,0.7925925925925926,0.6568265682656826,0.00017410966393072158,0.6454166173934937,0.09381795674562454,0.4223930239677429,3.6576743125915527,0.45256209627864546
1E0CA,271,495,[85],1,direct,1.0,0.9074074074074074,0.7925925925925926,0.6642066420664207,0.00042500466224737465,0.6888350248336792,0.013819534331560135,0.4599563181400299,3.595227003097534,0.444835523906063
1E0CA,271,495,[85],1,direct,2.0,0.9074074074074074,0.7925925925925926,0.6678966789667896,0.000773475447203964,0.6984279155731201,0.00031039287569001317,0.46649453043937683,3.539656639099121,0.4379598323401099
1E0CA,271,495,[85],1,direct,4.0,0.9074074074074074,0.7925925925925926,0.6678966789667896,0.0010372052202001214,0.6987290978431702,2.792364739434561e-07,0.4668109118938446,3.5346951484680176,0.4373459497445629
1E0CA,271,495,[85],1,direct,8.0,0.9074074074074074,0.7851851851851852,0.6752767527675276,0.0027694848831743,0.6987291574478149,8.702059255474848e-13,0.46678200364112854,3.5334889888763428,0.43719671226013856
1E0CA,271,495,[85],1,direct,16.0,0.8888888888888888,0.7555555555555555,0.6420664206642066,0.19061367213726044,0.6987291574478149,1.632088336981428e-22,0.46601366996765137,3.5349044799804688,0.4373718502212035
1E0CA,271,495,[85],1,direct,32.0,0.3888888888888889,0.2814814814814815,0.2029520295202952,0.8036543130874634,0.6987291574478149,1.8118789143719885e-41,0.46549758315086365,3.5360963344573975,0.4375193177413928
1E5KA,201,284,[96],1,direct,0.0,0.85,0.83,0.6915422885572139,0.0,0.9825016260147095,0.8982670903205872,0.8982670903205872,0.8101129531860352,0.10588256175553391
1E5KA,201,284,[96],1,direct,0.5,0.85,0.83,0.6915422885572139,0.0007211198098957539,0.9064342379570007,0.5579077005386353,0.5579077005386353,2.326721429824829,0.30410478503332544
1E5KA,201,284,[96],1,direct,1.0,0.85,0.82,0.7014925373134329,0.0027716648764908314,0.8075970411300659,0.1383107304573059,0.5701689720153809,3.1433329582214355,0.4108367169764982
1E5KA,201,284,[96],1,direct,2.0,0.85,0.82,0.6965174129353234,0.0046830507926642895,0.779870867729187,0.002343585016205907,0.6597070693969727,2.9947893619537354,0.3914219224798201
1E5KA,201,284,[96],1,direct,4.0,0.85,0.82,0.7014925373134329,0.0071318261325359344,0.782023549079895,7.079030979184608e-07,0.6611846685409546,2.978151798248291,0.3892473764988243
1E5KA,201,284,[96],1,direct,8.0,0.85,0.81,0.6965174129353234,0.007516247220337391,0.7820239067077637,3.589725738883942e-12,0.6611388921737671,2.9781837463378906,0.3892515521456359
1E5KA,201,284,[96],1,direct,16.0,0.85,0.8,0.6666666666666666,0.03235485404729843,0.7820239067077637,1.863431326877225e-21,0.6608806848526001,2.978931427001953,0.3893492747456445
