protein,seq_len,n_long_range_contacts,anchor_positions,n_anchors_steered,steering_mode,alpha,P_L5,P_L2,P_L,kl_div,l10h9_top3_mass,l10h9_anchor_mass,l10h9_top1_mass,l10h9_entropy,l10h9_entropy_norm
1ATGA,231,445,"[160, 3, 209]",3,projection,32.0,0.2826086956521739,0.19130434782608696,0.12554112554112554,1.0798571109771729,0.39961278438568115,2.6365317030089095e-18,0.17781226336956024,5.45332145690918,0.6945358834247302
1B5QA,472,802,"[428, 30, 261]",3,projection,0.0,0.776595744680851,0.6822033898305084,0.4978813559322034,0.0,0.9508631229400635,0.9432960748672485,0.5767358541488647,2.008329391479492,0.2260959244133735
1B5QA,472,802,"[428, 30, 261]",3,projection,0.5,0.7978723404255319,0.6864406779661016,0.5169491525423728,0.002789274090901017,0.68646240234375,0.67351233959198,0.37135785818099976,4.457455158233643,0.5018163100175326
1B5QA,472,802,"[428, 30, 261]",3,projection,1.0,0.8297872340425532,0.6822033898305084,0.5233050847457628,0.01141949463635683,0.23412403464317322,0.22797945141792297,0.10828694701194763,7.4140777587890625,0.8346702347024645
1B5QA,472,802,"[428, 30, 261]",3,projection,2.0,0.851063829787234,0.6991525423728814,0.5296610169491526,0.034976713359355927,0.10321281105279922,0.009512749500572681,0.06504112482070923,8.218672752380371,0.9252508185579773
1B5QA,472,802,"[428, 30, 261]",3,projection,4.0,0.8404255319148937,0.6949152542372882,0.5169491525423728,0.03975597396492958,0.10404825210571289,3.9427424781024456e-05,0.06713347882032394,8.195331573486328,0.922623089540349
1B5QA,472,802,"[428, 30, 261]",3,projection,8.0,0.5638297872340425,0.4067796610169492,0.2775423728813559,0.3183530271053314,0.10405320674180984,1.0556929552762995e-08,0.06848683953285217,8.187676429748535,0.9217612803136073
1B5QA,472,802,"[428, 30, 261]",3,projection,10.0,0.13829787234042554,0.08050847457627118,0.05296610169491525,0.5128036141395569,0.10405320674180984,2.2208158922953913e-10,0.06867826730012894,8.1866455078125,0.9216452200452495
1B5QA,472,802,"[428, 30, 261]",3,projection,12.0,0.11702127659574468,0.06779661016949153,0.048728813559322036,0.7494872808456421,0.10405320674180984,5.101470461343904e-12,0.06876163184642792,8.186206817626953,0.9215958326970122
1B5QA,472,802,"[428, 30, 261]",3,projection,14.0,0.1276595744680851,0.06779661016949153,0.04025423728813559,1.045410394668579,0.10405320674180984,1.259322507385363e-13,0.06879561394453049,8.186033248901367,0.9215762924853182
1B5QA,472,802,"[428, 30, 261]",3,projection,16.0,0.1276595744680851,0.0635593220338983,0.04449152542372881,1.3139574527740479,0.10405320674180984,3.2977065749748317e-15,0.06880705803632736,8.185975074768066,0.9215697432934868
1B5QA,472,802,"[428, 30, 261]",3,projection,32.0,0.11702127659574468,0.0847457627118644,0.057203389830508475,2.6052918434143066,0.10405320674180984,2.1487877723440382e-27,0.06878343969583511,8.185928344726562,0.9215644824672615
1B63A,333,509,"[57, 291, 99]",3,projection,0.0,0.9696969696969697,0.8554216867469879,0.6066066066066066,0.0,0.8605196475982666,0.8382068276405334,0.5866835117340088,2.710040807723999,0.32341788244981773
1B63A,333,509,"[57, 291, 99]",3,projection,0.5,0.9696969696969697,0.8433734939759037,0.6126126126126126,0.0009124899515882134,0.39871907234191895,0.38318556547164917,0.21726767718791962,5.79381799697876,0.6914376870421475
1B63A,333,509,"[57, 291, 99]",3,projection,1.0,0.9696969696969697,0.8493975903614458,0.6186186186186187,0.0031739033292979,0.14219814538955688,0.07839024066925049,0.04511811584234238,6.9626145362854,0.8309225614690742
1B63A,333,509,"[57, 291, 99]",3,projection,2.0,0.9545454545454546,0.8554216867469879,0.6126126126126126,0.008092831820249557,0.1446675956249237,0.0026615792885422707,0.048755254596471786,7.005363464355469,0.8360242439802805
1B63A,333,509,"[57, 291, 99]",3,projection,4.0,0.9393939393939394,0.8493975903614458,0.6156156156156156,0.014246349222958088,0.1451968401670456,8.290733603644185e-06,0.049103349447250366,6.985994338989258,0.8337127210345777
1B63A,333,509,"[57, 291, 99]",3,projection,8.0,0.8939393939393939,0.6506024096385542,0.46846846846846846,0.18463166058063507,0.14519694447517395,2.4019661259977454e-10,0.049521304666996,6.976966857910156,0.8326353760713072
1B63A,333,509,"[57, 291, 99]",3,projection,10.0,0.7424242424242424,0.5240963855421686,0.3483483483483483,0.3528103530406952,0.14519694447517395,1.6822938441601876e-12,0.04964956268668175,6.974693298339844,0.8323640481194335
1B63A,333,509,"[57, 291, 99]",3,projection,12.0,0.696969696969697,0.4578313253012048,0.32732732732732733,0.46243149042129517,0.14519694447517395,1.3081171955646627e-14,0.04972542077302933,6.973237037658691,0.8321902571032795
1B63A,333,509,"[57, 291, 99]",3,projection,14.0,0.2878787878787879,0.22289156626506024,0.16516516516516516,0.678497314453125,0.14519694447517395,1.0965934704104468e-16,0.049763377755880356,6.972289085388184,0.8320771279152919
1B63A,333,509,"[57, 291, 99]",3,projection,16.0,0.09090909090909091,0.060240963855421686,0.04504504504504504,0.8904138803482056,0.14519694447517395,9.692922063435926e-19,0.049777280539274216,6.971652984619141,0.8320012152710387
1B63A,333,509,"[57, 291, 99]",3,projection,32.0,0.045454545454545456,0.024096385542168676,0.018018018018018018,2.2210135459899902,0.14519694447517395,7.315228766918014e-35,0.05016815662384033,6.970148086547852,0.8318216198398067
1BRTA,277,515,"[26, 220, 52]",3,projection,0.0,0.9272727272727272,0.8840579710144928,0.7978339350180506,0.0,0.9583495259284973,0.8929450511932373,0.6344782114028931,2.0429739952087402,0.2517918308714907
1BRTA,277,515,"[26, 220, 52]",3,projection,0.5,0.9272727272727272,0.8840579710144928,0.7942238267148014,0.0010968276765197515,0.8019100427627563,0.6982312202453613,0.5218014717102051,3.555171012878418,0.4381666239968199
1BRTA,277,515,"[26, 220, 52]",3,projection,1.0,0.9272727272727272,0.8913043478260869,0.7870036101083032,0.0052809338085353374,0.4778634011745453,0.3606652021408081,0.2800713777542114,5.598284721374512,0.6899756742085971
1BRTA,277,515,"[26, 220, 52]",3,projection,2.0,0.9454545454545454,0.8623188405797102,0.7870036101083032,0.016832800582051277,0.26839691400527954,0.03511429205536842,0.14079265296459198,6.799147605895996,0.8379792538079496
1BRTA,277,515,"[26, 220, 52]",3,projection,4.0,0.9454545454545454,0.8913043478260869,0.7870036101083032,0.03379734233021736,0.27259361743927,0.0011265696957707405,0.1462336778640747,6.779150009155273,0.8355145961528913
1BRTA,277,515,"[26, 220, 52]",3,projection,8.0,0.9454545454545454,0.8913043478260869,0.779783393501805,0.044972214847803116,0.27393051981925964,9.373138709634077e-06,0.14683277904987335,6.76849365234375,0.8342012247647649
1BRTA,277,515,"[26, 220, 52]",3,projection,10.0,0.9454545454545454,0.8913043478260869,0.7725631768953068,0.09266158193349838,0.27393633127212524,1.1817297718152986e-06,0.1469782441854477,6.767266273498535,0.8340499531541941
1BRTA,277,515,"[26, 220, 52]",3,projection,12.0,0.9636363636363636,0.9057971014492754,0.7689530685920578,0.15503962337970734,0.2739369869232178,1.732771295337443e-07,0.14708752930164337,6.7665510177612305,0.8339617995349803
1BRTA,277,515,"[26, 220, 52]",3,projection,14.0,0.9272727272727272,0.8188405797101449,0.7111913357400722,0.23914921283721924,0.27393707633018494,2.93048323385392e-08,0.14716337621212006,6.766145706176758,0.8339118458174258
1BRTA,277,515,"[26, 220, 52]",3,projection,16.0,0.8,0.6594202898550725,0.5595667870036101,0.34766584634780884,0.27393707633018494,5.582256878966518e-09,0.14720577001571655,6.765964508056641,0.833889513567225
1BRTA,277,515,"[26, 220, 52]",3,projection,32.0,0.2727272727272727,0.2028985507246377,0.1299638989169675,1.668424129486084,0.27393707633018494,3.746228181182934e-14,0.14656487107276917,6.769097328186035,0.8342756264193814
1BS0A,384,643,"[201, 125, 361]",3,projection,0.0,0.9868421052631579,0.84375,0.6744791666666666,0.0,0.9027053117752075,0.8718845844268799,0.5655729174613953,2.178288459777832,0.2537330197534178
1BS0A,384,643,"[201, 125, 361]",3,projection,0.5,0.9868421052631579,0.84375,0.6692708333333334,0.0007607326260767877,0.6836782693862915,0.4134013056755066,0.3408622741699219,3.924111843109131,0.45709132017518966
1BS0A,384,643,"[201, 125, 361]",3,projection,1.0,0.9868421052631579,0.8385416666666666,0.6770833333333334,0.0026708636432886124,0.6798542737960815,0.07557905465364456,0.5328357815742493,4.243167400360107,0.4942557873728245
1BS0A,384,643,"[201, 125, 361]",3,projection,2.0,1.0,0.8385416666666666,0.671875,0.0071380059234797955,0.6981836557388306,0.001885658479295671,0.5748255252838135,4.062032699584961,0.4731567201654918
1BS0A,384,643,"[201, 125, 361]",3,projection,4.0,1.0,0.8333333333333334,0.6640625,0.010350104421377182,0.6994480490684509,5.24285678693559e-06,0.5771979093551636,4.037468433380127,0.4702954070027645
1BS0A,384,643,"[201, 125, 361]",3,projection,8.0,1.0,0.8541666666666666,0.6614583333333334,0.03862357512116432,0.6994516849517822,2.0534397793259274e-10,0.5777342319488525,4.034718036651611,0.4699750332412851
1BS0A,384,643,"[201, 125, 361]",3,projection,10.0,0.9342105263157895,0.7916666666666666,0.6354166666666666,0.23505938053131104,0.6994516849517822,1.6234884530480498e-12,0.5778008699417114,4.03448486328125,0.4699478725669849
1BS0A,384,643,"[201, 125, 361]",3,projection,12.0,0.7236842105263158,0.5520833333333334,0.3932291666666667,0.4835561215877533,0.6994516849517822,1.4011951897428907e-14,0.5778316855430603,4.034382343292236,0.469935930757221
1BS0A,384,643,"[201, 125, 361]",3,projection,14.0,0.47368421052631576,0.3645833333333333,0.23958333333333334,0.7891152501106262,0.6994516849517822,1.2968615729456193e-16,0.5778446197509766,4.0343403816223145,0.469931042946713
1BS0A,384,643,"[201, 125, 361]",3,projection,16.0,0.25,0.20833333333333334,0.1484375,1.041324257850647,0.6994516849517822,1.2722616847494353e-18,0.5778482556343079,4.034328460693359,0.4699296543641823
1BS0A,384,643,"[201, 125, 361]",3,projection,32.0,0.25,0.13541666666666666,0.0859375,2.445221185684204,0.6994516849517822,4.126315319994917e-34,0.5777934193611145,4.034502983093262,0.46994998321243153
1BYIA,224,411,"[112, 15, 16]",3,projection,0.0,0.9772727272727273,0.8928571428571429,0.7767857142857143,0.0,0.8201952576637268,0.8097290992736816,0.6485766768455505,2.392503023147583,0.3064422005957744
1BYIA,224,411,"[112, 15, 16]",3,projection,0.5,0.9772727272727273,0.9017857142857143,0.7589285714285714,0.0022774410899728537,0.44207173585891724,0.3308697044849396,0.20608282089233398,4.815094947814941,0.6167383186604175
1BYIA,224,411,"[112, 15, 16]",3,projection,1.0,0.9772727272727273,0.9017857142857143,0.7678571428571429,0.005366157740354538,0.40995800495147705,0.06642243266105652,0.19571657478809357,5.299379348754883,0.6787675725850373
1BYIA,224,411,"[112, 15, 16]",3,projection,2.0,0.9772727272727273,0.9107142857142857,0.7678571428571429,0.007979853078722954,0.43698856234550476,0.0030443849973380566,0.2092038244009018,5.194371223449707,0.6653176748471359
1BYIA,224,411,"[112, 15, 16]",3,projection,4.0,0.9772727272727273,0.9196428571428571,0.7633928571428571,0.0100761903449893,0.43934428691864014,2.199343180109281e-05,0.20965000987052917,5.165708065032959,0.6616463727604628
1BYIA,224,411,"[112, 15, 16]",3,projection,8.0,1.0,0.9196428571428571,0.7678571428571429,0.020441800355911255,0.4393583834171295,3.5821348109976725e-09,0.20830592513084412,5.156105041503906,0.660416375709615
1BYIA,224,411,"[112, 15, 16]",3,projection,10.0,1.0,0.9285714285714286,0.7410714285714286,0.03277532011270523,0.4393583834171295,5.381230183676422e-11,0.20776069164276123,5.154359817504883,0.6601928398237168
1BYIA,224,411,"[112, 15, 16]",3,projection,12.0,1.0,0.9017857142857143,0.7366071428571429,0.06732336431741714,0.4393583834171295,8.467970790716761e-13,0.20740990340709686,5.153418064117432,0.660072215950862
1BYIA,224,411,"[112, 15, 16]",3,projection,14.0,0.9545454545454546,0.8392857142857143,0.6607142857142857,0.1547842025756836,0.4393583834171295,1.37951597438098e-14,0.20720480382442474,5.15291166305542,0.6600073538987243
1BYIA,224,411,"[112, 15, 16]",3,projection,16.0,0.75,0.5982142857142857,0.4330357142857143,0.4566294848918915,0.4393583834171295,2.3119065493124643e-16,0.20709073543548584,5.152636528015137,0.6599721134052371
1BYIA,224,411,"[112, 15, 16]",3,projection,32.0,0.0,0.05357142857142857,0.0625,1.3630321025848389,0.4393583834171295,2.748895984426169e-30,0.20695888996124268,5.152295112609863,0.659928383434116
1C3PA,375,716,"[163, 250, 123]",3,projection,0.0,0.8933333333333333,0.8235294117647058,0.7013333333333334,0.0,0.963398277759552,0.9289336800575256,0.703127920627594,1.6873412132263184,0.19733261381458297
1C3PA,375,716,"[163, 250, 123]",3,projection,0.5,0.8933333333333333,0.8128342245989305,0.704,0.0016126505797728896,0.6598497629165649,0.630671501159668,0.34836429357528687,4.634738922119141,0.5420273852620479
1C3PA,375,716,"[163, 250, 123]",3,projection,1.0,0.88,0.8128342245989305,0.704,0.006883012130856514,0.19121980667114258,0.2018813043832779,0.12188190966844559,7.583725929260254,0.8869080233113642
1C3PA,375,716,"[163, 250, 123]",3,projection,2.0,0.88,0.8128342245989305,0.696,0.01938283070921898,0.08223562687635422,0.054184429347515106,0.048468753695487976,8.164497375488281,0.9548285758437822
1C3PA,375,716,"[163, 250, 123]",3,projection,4.0,0.88,0.7914438502673797,0.6906666666666667,0.027320660650730133,0.14534956216812134,0.11131606251001358,0.11130589991807938,7.8518757820129395,0.9182678401183669
1C3PA,375,716,"[163, 250, 123]",3,projection,8.0,0.84,0.7807486631016043,0.6533333333333333,0.10656733065843582,0.4637147784233093,0.4001246392726898,0.4001246392726898,5.8866424560546875,0.6884360633994436
1C3PA,375,716,"[163, 250, 123]",3,projection,10.0,0.76,0.6844919786096256,0.52,0.2037724405527115,0.6758705973625183,0.5787200331687927,0.5787200331687927,4.4096879959106445,0.515707938334535
1C3PA,375,716,"[163, 250, 123]",3,projection,12.0,0.8133333333333334,0.5935828877005348,0.42933333333333334,0.328987717628479,0.8353103995323181,0.7260007262229919,0.7260007262229919,3.059932231903076,0.3578555544568065
1C3PA,375,716,"[163, 250, 123]",3,projection,14.0,0.6933333333333334,0.45454545454545453,0.336,0.4476277530193329,0.925382137298584,0.8316166400909424,0.8316166400909424,2.0040547847747803,0.23437190166834754
1C3PA,375,716,"[163, 250, 123]",3,projection,16.0,0.6,0.3689839572192513,0.248,0.6127138733863831,0.967856764793396,0.9013143181800842,0.9013143181800842,1.2506935596466064,0.14626717303622627
1C3PA,375,716,"[163, 250, 123]",3,projection,32.0,0.05333333333333334,0.0427807486631016,0.032,1.7315055131912231,0.9999715685844421,0.9990004897117615,0.9990004897117615,0.019271690398454666,0.002253802022461704
1COJA,212,244,"[109, 160, 157]",3,projection,0.0,0.7142857142857143,0.6037735849056604,0.49056603773584906,0.0,0.9752885103225708,0.9680278897285461,0.9669769406318665,0.4216013252735138,0.054555598463046515
1COJA,212,244,"[109, 160, 157]",3,projection,0.5,0.7380952380952381,0.5943396226415094,0.4716981132075472,0.004708935506641865,0.6900407075881958,0.660243034362793,0.645038366317749,3.423457145690918,0.44299849692027143
1COJA,212,244,"[109, 160, 157]",3,projection,1.0,0.7380952380952381,0.5943396226415094,0.4528301886792453,0.015697883442044258,0.14928874373435974,0.15643799304962158,0.10473056137561798,7.113804817199707,0.9205328728505652
1COJA,212,244,"[109, 160, 157]",3,projection,2.0,0.6904761904761905,0.5566037735849056,0.45754716981132076,0.027745265513658524,0.10652279853820801,0.10085717588663101,0.05335071310400963,7.306151390075684,0.9454226959286999
1COJA,212,244,"[109, 160, 157]",3,projection,4.0,0.5952380952380952,0.5660377358490566,0.46226415094339623,0.036878906190395355,0.26351094245910645,0.2688497304916382,0.15301121771335602,6.508277893066406,0.8421771330763873
1COJA,212,244,"[109, 160, 157]",3,projection,8.0,0.38095238095238093,0.3490566037735849,0.25,0.19705452024936676,0.7907642126083374,0.7781060934066772,0.5035358667373657,3.023669481277466,0.39126560619448963
1COJA,212,244,"[109, 160, 157]",3,projection,10.0,0.16666666666666666,0.14150943396226415,0.10849056603773585,0.35386529564857483,0.9260311126708984,0.9125681519508362,0.6226237416267395,1.831028699874878,0.23693679439902726
1COJA,212,244,"[109, 160, 157]",3,projection,12.0,0.09523809523809523,0.08490566037735849,0.0660377358490566,0.400048166513443,0.9766082167625427,0.9687750339508057,0.6922381520271301,1.2365288734436035,0.1600079711888669
1COJA,212,244,"[109, 160, 157]",3,projection,14.0,0.07142857142857142,0.05660377358490566,0.06132075471698113,0.4187883734703064,0.9929295778274536,0.9891406297683716,0.7362741231918335,0.9653096199035645,0.12491195083841299
1COJA,212,244,"[109, 160, 157]",3,projection,16.0,0.0,0.02830188679245283,0.018867924528301886,0.4617004692554474,0.9978940486907959,0.9961225986480713,0.7688847184181213,0.8320966958999634,0.10767407620100763
1COJA,212,244,"[109, 160, 157]",3,projection,32.0,0.07142857142857142,0.03773584905660377,0.02358490566037736,1.1297261714935303,0.9999999403953552,0.9976874589920044,0.9153449535369873,0.45074278116226196,0.05832652960294207
1CUKA,203,165,"[81, 116, 172]",3,projection,0.0,0.875,0.6534653465346535,0.4482758620689655,0.0,0.9842295050621033,0.981402575969696,0.8748759031295776,0.8281592130661011,0.10803951999147524
1CUKA,203,165,"[81, 116, 172]",3,projection,0.5,0.875,0.6435643564356436,0.4482758620689655,0.0011467256117612123,0.7635581493377686,0.7621986269950867,0.5266115069389343,3.157745599746704,0.4119513657147428
1CUKA,203,165,"[81, 116, 172]",3,projection,1.0,0.875,0.6237623762376238,0.43842364532019706,0.00695078494027257,0.2834225594997406,0.22276349365711212,0.11087017506361008,6.09805965423584,0.7955371715105652
1CUKA,203,165,"[81, 116, 172]",3,projection,2.0,0.85,0.6336633663366337,0.43349753694581283,0.017279235646128654,0.2577030658721924,0.008899908512830734,0.14221785962581635,6.4796342849731445,0.8453164160028829
1CUKA,203,165,"[81, 116, 172]",3,projection,4.0,0.825,0.6534653465346535,0.43349753694581283,0.026390235871076584,0.25971490144729614,3.830826244666241e-05,0.1438380628824234,6.450963020324707,0.8415760365911785
1CUKA,203,165,"[81, 116, 172]",3,projection,8.0,0.775,0.6336633663366337,0.4236453201970443,0.07383815199136734,0.25972598791122437,2.0366124342530156e-09,0.1428070068359375,6.4506635665893555,0.8415369706273921
1CUKA,203,165,"[81, 116, 172]",3,projection,10.0,0.75,0.5544554455445545,0.3842364532019704,0.16105306148529053,0.25936609506607056,1.742461036569054e-11,0.14187504351139069,6.453994274139404,0.841971486164093
1CUKA,203,165,"[81, 116, 172]",3,projection,12.0,0.7,0.4752475247524752,0.35960591133004927,0.2534830868244171,0.25936609506607056,1.580121531665965e-13,0.14104709029197693,6.457501411437988,0.8424290182718147
1CUKA,203,165,"[81, 116, 172]",3,projection,14.0,0.65,0.43564356435643564,0.270935960591133,0.3672163784503937,0.25914183259010315,1.504755195467567e-15,0.1404087096452713,6.460439682006836,0.8428123374897318
1CUKA,203,165,"[81, 116, 172]",3,projection,16.0,0.225,0.16831683168316833,0.11822660098522167,0.4908156096935272,0.25914183259010315,1.497063401770114e-17,0.13996541500091553,6.462566375732422,0.843089780480954
1CUKA,203,165,"[81, 116, 172]",3,projection,32.0,0.05,0.0297029702970297,0.03940886699507389,1.5921664237976074,0.2589976489543915,4.0415192901239244e-33,0.13921095430850983,6.467428684234619,0.8437241047368937
1D2SA,170,117,"[90, 19, 17]",3,projection,0.0,0.6176470588235294,0.4235294117647059,0.28823529411764703,0.0,0.9750529527664185,0.9710237979888916,0.9689644575119019,0.3477172255516052,0.0469292589024679
1D2SA,170,117,"[90, 19, 17]",3,projection,0.5,0.6176470588235294,0.4235294117647059,0.2823529411764706,0.008314649574458599,0.7096142768859863,0.6979071497917175,0.6711223721504211,2.824162483215332,0.38115986962451803
1D2SA,170,117,"[90, 19, 17]",3,projection,1.0,0.6764705882352942,0.4117647058823529,0.2823529411764706,0.0386422760784626,0.19770808517932892,0.2079872190952301,0.1228656992316246,6.391153335571289,0.8625747231664914
1D2SA,170,117,"[90, 19, 17]",3,projection,2.0,0.6176470588235294,0.43529411764705883,0.27058823529411763,0.09928088635206223,0.16804392635822296,0.14009402692317963,0.0762374997138977,6.610912322998047,0.8922342443499306
1D2SA,170,117,"[90, 19, 17]",3,projection,4.0,0.6176470588235294,0.4588235294117647,0.27058823529411763,0.1285342425107956,0.2959795296192169,0.2739238440990448,0.16591766476631165,5.948365211486816,0.8028143288370643
1D2SA,170,117,"[90, 19, 17]",3,projection,8.0,0.6470588235294118,0.4117647058823529,0.25882352941176473,0.1958080530166626,0.6845046281814575,0.6727760434150696,0.48072147369384766,3.44631290435791,0.4651276918794046
1D2SA,170,117,"[90, 19, 17]",3,projection,10.0,0.6176470588235294,0.4117647058823529,0.2529411764705882,0.21055251359939575,0.8366792798042297,0.8261222839355469,0.6284355521202087,2.2974414825439453,0.3100715703012337
1D2SA,170,117,"[90, 19, 17]",3,projection,12.0,0.5882352941176471,0.4117647058823529,0.28823529411764703,0.2640855312347412,0.925966739654541,0.9160563945770264,0.7338003516197205,1.5204918384552002,0.20521144741321856
1D2SA,170,117,"[90, 19, 17]",3,projection,14.0,0.47058823529411764,0.43529411764705883,0.27647058823529413,0.3299706280231476,0.9684635996818542,0.9613089561462402,0.803568959236145,1.0515028238296509,0.14191487976443154
1D2SA,170,117,"[90, 19, 17]",3,projection,16.0,0.029411764705882353,0.03529411764705882,0.029411764705882353,0.4402722418308258,0.9871460795402527,0.9822664260864258,0.8502864241600037,0.7749891877174377,0.10459553212904392
1D2SA,170,117,"[90, 19, 17]",3,projection,32.0,0.0,0.0,0.0058823529411764705,0.8456447124481201,0.9999922513961792,0.998127281665802,0.9740036129951477,0.19624318182468414,0.026485737291516157
1DCSA,311,485,"[219, 182, 33]",3,projection,0.0,0.8064516129032258,0.7290322580645161,0.5755627009646302,0.0,0.9320513010025024,0.9162271618843079,0.4313772916793823,2.2273120880126953,0.2689740061452717
1DCSA,311,485,"[219, 182, 33]",3,projection,0.5,0.8225806451612904,0.7354838709677419,0.5659163987138264,0.0008062240085564554,0.5832817554473877,0.5602970123291016,0.2251550555229187,5.209582328796387,0.6291180463040666
1DCSA,311,485,"[219, 182, 33]",3,projection,1.0,0.8387096774193549,0.7225806451612903,0.5594855305466238,0.0026637904811650515,0.1755802035331726,0.16092035174369812,0.07639994472265244,7.376245498657227,0.8907679856643211
1DCSA,311,485,"[219, 182, 33]",3,projection,2.0,0.8225806451612904,0.7161290322580646,0.5594855305466238,0.004226961173117161,0.09185910224914551,0.011907490901648998,0.044500552117824554,7.75988245010376,0.9370966381649244
1DCSA,311,485,"[219, 182, 33]",3,projection,4.0,0.8548387096774194,0.7225806451612903,0.5530546623794212,0.004648199770599604,0.0918286144733429,0.00023872804013080895,0.04549999535083771,7.752132415771484,0.936160730802263
