protein,seq_len,n_long_range_contacts,anchor_positions,n_anchors_steered,steering_mode,alpha,P_L5,P_L2,P_L,kl_div,l10h9_top3_mass,l10h9_anchor_mass,l10h9_top1_mass,l10h9_entropy,l10h9_entropy_norm
1ATGA,231,445,"[160, 3, 209]",3,direct,0.5,0.9565217391304348,0.8434782608695652,0.7402597402597403,0.0005342495278455317,0.4653303623199463,0.35903337597846985,0.22390592098236084,4.786800384521484,0.6096476542070158
1ATGA,231,445,"[160, 3, 209]",3,direct,1.0,0.9565217391304348,0.8434782608695652,0.7445887445887446,0.0016200689133256674,0.3722485899925232,0.07837950438261032,0.16626429557800293,5.5264692306518555,0.7038519954600028
1ATGA,231,445,"[160, 3, 209]",3,direct,2.0,0.9565217391304348,0.8434782608695652,0.7532467532467533,0.0038924149703234434,0.3998960852622986,0.002099536592140794,0.1793365776538849,5.4794206619262695,0.6978598823043968
1ATGA,231,445,"[160, 3, 209]",3,direct,4.0,0.9565217391304348,0.8347826086956521,0.7575757575757576,0.006834553554654121,0.4011363387107849,1.9536853415047517e-06,0.17954127490520477,5.457144737243652,0.6950228170129417
1ATGA,231,445,"[160, 3, 209]",3,direct,8.0,0.9565217391304348,0.8521739130434782,0.7662337662337663,0.012982280924916267,0.4011375904083252,5.168308489511553e-12,0.17883722484111786,5.450782299041748,0.6942124958770592
1ATGA,231,445,"[160, 3, 209]",3,direct,10.0,0.9782608695652174,0.8695652173913043,0.7532467532467533,0.0685897246003151,0.4011375904083252,1.1483245147684337e-14,0.17849445343017578,5.450321197509766,0.6941537699130033
1ATGA,231,445,"[160, 3, 209]",3,direct,12.0,0.6739130434782609,0.4260869565217391,0.2510822510822511,0.41118988394737244,0.39961278438568115,2.880016576294048e-17,0.17821785807609558,5.45050048828125,0.694176604414022
1ATGA,231,445,"[160, 3, 209]",3,direct,14.0,0.43478260869565216,0.3217391304347826,0.19047619047619047,0.48930275440216064,0.39961278438568115,7.864539227295819e-20,0.17800690233707428,5.450915813446045,0.6942295002927114
1ATGA,231,445,"[160, 3, 209]",3,direct,16.0,0.2608695652173913,0.2,0.1471861471861472,0.5715460181236267,0.39961278438568115,2.288064171213895e-22,0.17784985899925232,5.4513702392578125,0.6942873760359847
1ATGA,231,445,"[160, 3, 209]",3,direct,32.0,0.2391304347826087,0.19130434782608696,0.12554112554112554,1.8223214149475098,0.39961278438568115,4.716770630917334e-42,0.17742224037647247,5.4527716636657715,0.6944658616702767
1B5QA,472,802,"[428, 30, 261]",3,direct,0.0,0.776595744680851,0.6822033898305084,0.4978813559322034,0.0,0.9508631229400635,0.9432960748672485,0.5767358541488647,2.008329391479492,0.2260959244133735
1B5QA,472,802,"[428, 30, 261]",3,direct,0.5,0.7872340425531915,0.690677966101695,0.5169491525423728,0.0021320884115993977,0.7739264965057373,0.7516649961471558,0.5040770173072815,3.6805920600891113,0.41435775811722364
1B5QA,472,802,"[428, 30, 261]",3,direct,1.0,0.8297872340425532,0.6822033898305084,0.5233050847457628,0.00864554475992918,0.3841824531555176,0.3810155391693115,0.26969343423843384,6.394920349121094,0.7199344061878662
1B5QA,472,802,"[428, 30, 261]",3,direct,2.0,0.851063829787234,0.6949152542372882,0.5317796610169492,0.031198106706142426,0.1047353595495224,0.03348049148917198,0.0623173825442791,8.178834915161133,0.9207659105190238
1B5QA,472,802,"[428, 30, 261]",3,direct,4.0,0.8617021276595744,0.6991525423728814,0.5233050847457628,0.04047147557139397,0.1040448397397995,0.0001530870795249939,0.06663276255130768,8.198785781860352,0.9230119612258179
1B5QA,472,802,"[428, 30, 261]",3,direct,8.0,0.8617021276595744,0.6822033898305084,0.5127118644067796,0.04923734813928604,0.10405320674180984,2.147665512097774e-08,0.06821899861097336,8.188766479492188,0.921883997137597
1B5QA,472,802,"[428, 30, 261]",3,direct,10.0,0.6702127659574468,0.4872881355932203,0.3453389830508475,0.28920188546180725,0.10405320674180984,4.5666911918651465e-10,0.06853043287992477,8.187186241149902,0.9217060953201421
1B5QA,472,802,"[428, 30, 261]",3,direct,12.0,0.2127659574468085,0.13559322033898305,0.1016949152542373,0.4949150085449219,0.10405320674180984,1.1388780543630794e-11,0.06867624074220657,8.186488151550293,0.9216275050181644
1B5QA,472,802,"[428, 30, 261]",3,direct,14.0,0.14893617021276595,0.06779661016949153,0.04025423728813559,0.7157444357872009,0.10405320674180984,3.1203040368535384e-13,0.06874280422925949,8.186193466186523,0.9215943296038049
1B5QA,472,802,"[428, 30, 261]",3,direct,16.0,0.10638297872340426,0.0635593220338983,0.0423728813559322,0.9557005763053894,0.10405320674180984,9.126097298109599e-15,0.06877224147319794,8.186071395874023,0.9215805870373389
1B5QA,472,802,"[428, 30, 261]",3,direct,32.0,0.1595744680851064,0.09745762711864407,0.05508474576271186,2.343144416809082,0.10405320674180984,1.4896020413945523e-26,0.06877981126308441,8.18595027923584,0.9215669518346734
1B63A,333,509,"[57, 291, 99]",3,direct,0.0,0.9696969696969697,0.8554216867469879,0.6066066066066066,0.0,0.8605196475982666,0.8382068276405334,0.5866835117340088,2.710040807723999,0.32341788244981773
1B63A,333,509,"[57, 291, 99]",3,direct,0.5,0.9696969696969697,0.8373493975903614,0.6126126126126126,0.0004898954648524523,0.5260428786277771,0.49719637632369995,0.36885085701942444,5.028871536254883,0.6001485212813658
1B63A,333,509,"[57, 291, 99]",3,direct,1.0,0.9696969696969697,0.8493975903614458,0.6156156156156156,0.0021196072921156883,0.2177090346813202,0.16146577894687653,0.12506410479545593,6.65585994720459,0.7943142862912549
1B63A,333,509,"[57, 291, 99]",3,direct,2.0,0.9545454545454546,0.8554216867469879,0.6156156156156156,0.007274017669260502,0.14411617815494537,0.007846217602491379,0.04848369583487511,7.012033939361572,0.8368203024363966
1B63A,333,509,"[57, 291, 99]",3,direct,4.0,0.9393939393939394,0.8554216867469879,0.6126126126126126,0.01416576188057661,0.14519615471363068,2.0950499674654566e-05,0.04906889796257019,6.98673677444458,0.83380132372356
1B63A,333,509,"[57, 291, 99]",3,direct,8.0,0.9242424242424242,0.7891566265060241,0.6066066066066066,0.038867343217134476,0.14519694447517395,5.079582310330011e-10,0.04950600862503052,6.977498531341553,0.8326988262949522
1B63A,333,509,"[57, 291, 99]",3,direct,10.0,0.8636363636363636,0.5963855421686747,0.4444444444444444,0.20804966986179352,0.14519694447517395,3.651905167156855e-12,0.04966316744685173,6.975139141082764,0.832417255257647
1B63A,333,509,"[57, 291, 99]",3,direct,12.0,0.7272727272727273,0.536144578313253,0.3483483483483483,0.2985970377922058,0.14519694447517395,3.047958275202191e-14,0.049772657454013824,6.973573207855225,0.8322303758545527
1B63A,333,509,"[57, 291, 99]",3,direct,14.0,0.6212121212121212,0.39156626506024095,0.2672672672672673,0.40147098898887634,0.14519694447517395,2.8235425074204395e-16,0.04984297603368759,6.972516059875488,0.8321042151856551
1B63A,333,509,"[57, 291, 99]",3,direct,16.0,0.21212121212121213,0.13855421686746988,0.10510510510510511,0.5347689390182495,0.14519694447517395,2.8062718530417816e-18,0.049884337931871414,6.9717864990234375,0.8320171489594875
1B63A,333,509,"[57, 291, 99]",3,direct,32.0,0.07575757575757576,0.05421686746987952,0.03303303303303303,2.1924662590026855,0.14519694447517395,6.466556972701603e-34,0.05002335086464882,6.970090389251709,0.8318147342101556
1BRTA,277,515,"[26, 220, 52]",3,direct,0.0,0.9272727272727272,0.8840579710144928,0.7978339350180506,0.0,0.9583495259284973,0.8929450511932373,0.6344782114028931,2.0429739952087402,0.2517918308714907
1BRTA,277,515,"[26, 220, 52]",3,direct,0.5,0.9272727272727272,0.8840579710144928,0.7978339350180506,0.001148207695223391,0.8081034421920776,0.690324604511261,0.5168563723564148,3.5578575134277344,0.43849772899058687
1BRTA,277,515,"[26, 220, 52]",3,direct,1.0,0.9272727272727272,0.8913043478260869,0.7906137184115524,0.005249731242656708,0.47855156660079956,0.3408854603767395,0.27269020676612854,5.630111217498779,0.6938982164182129
1BRTA,277,515,"[26, 220, 52]",3,direct,2.0,0.9454545454545454,0.8695652173913043,0.779783393501805,0.016340183094143867,0.2694653868675232,0.024062298238277435,0.14265216886997223,6.789765357971191,0.8368229134001828
1BRTA,277,515,"[26, 220, 52]",3,direct,4.0,0.9454545454545454,0.8913043478260869,0.7870036101083032,0.033705856651067734,0.2726537883281708,0.00024788020527921617,0.14671947062015533,6.772692680358887,0.8347187452786293
1BRTA,277,515,"[26, 220, 52]",3,direct,8.0,0.9454545454545454,0.8913043478260869,0.779783393501805,0.055099356919527054,0.27393707633018494,8.464518685968869e-08,0.14698153734207153,6.7672624588012695,0.8340494830015582
1BRTA,277,515,"[26, 220, 52]",3,direct,10.0,0.9272727272727272,0.8478260869565217,0.7509025270758123,0.11874430626630783,0.27393707633018494,1.6282040160575662e-09,0.14681200683116913,6.76759147644043,0.8340900336663966
1BRTA,277,515,"[26, 220, 52]",3,direct,12.0,0.9272727272727272,0.855072463768116,0.7256317689530686,0.1991157978773117,0.27393707633018494,3.137489226756607e-11,0.1465539038181305,6.768589019775391,0.8342129785806601
1BRTA,277,515,"[26, 220, 52]",3,direct,14.0,0.8545454545454545,0.717391304347826,0.5523465703971119,0.3298654556274414,0.27265501022338867,6.04756479269386e-13,0.14627937972545624,6.769795894622803,0.8343617231208135
1BRTA,277,515,"[26, 220, 52]",3,direct,16.0,0.38181818181818183,0.26811594202898553,0.19494584837545126,0.4835642874240875,0.27265501022338867,1.1657536576142012e-14,0.1460348665714264,6.770932674407959,0.8345018286062839
1BRTA,277,515,"[26, 220, 52]",3,direct,32.0,0.18181818181818182,0.16666666666666666,0.13357400722021662,1.688075065612793,0.27265501022338867,2.222829619425271e-28,0.14522333443164825,6.774971961975098,0.8349996614785239
1BS0A,384,643,"[201, 125, 361]",3,direct,0.0,0.9868421052631579,0.84375,0.6744791666666666,0.0,0.9027053117752075,0.8718845844268799,0.5655729174613953,2.178288459777832,0.2537330197534178
1BS0A,384,643,"[201, 125, 361]",3,direct,0.5,0.9868421052631579,0.8385416666666666,0.6692708333333334,0.00044039226486347616,0.7178627848625183,0.5334659218788147,0.34571409225463867,3.555809497833252,0.41419045191339576
1BS0A,384,643,"[201, 125, 361]",3,direct,1.0,0.9868421052631579,0.8385416666666666,0.671875,0.0017383246449753642,0.6735810041427612,0.16458216309547424,0.48177364468574524,4.239675045013428,0.49384898823463536
1BS0A,384,643,"[201, 125, 361]",3,direct,2.0,0.9868421052631579,0.8333333333333334,0.6770833333333334,0.005353579763323069,0.6950259208679199,0.006546529475599527,0.5719865560531616,4.089056015014648,0.47630447013264865
1BS0A,384,643,"[201, 125, 361]",3,direct,4.0,1.0,0.8333333333333334,0.6640625,0.009861337020993233,0.699445366859436,1.5516332496190444e-05,0.5769173502922058,4.039489269256592,0.470530799513366
1BS0A,384,643,"[201, 125, 361]",3,direct,8.0,1.0,0.84375,0.6640625,0.014369738288223743,0.6994516849517822,5.829271509938394e-10,0.5776331424713135,4.035124778747559,0.470022411677232
1BS0A,384,643,"[201, 125, 361]",3,direct,10.0,0.9868421052631579,0.84375,0.6796875,0.04401091858744621,0.6994516849517822,5.2486634830040124e-12,0.5777340531349182,4.034724235534668,0.46997575530420105
1BS0A,384,643,"[201, 125, 361]",3,direct,12.0,0.8947368421052632,0.8177083333333334,0.65625,0.21034306287765503,0.6994516849517822,5.356058681966168e-14,0.5777878165245056,4.034531116485596,0.46995326026720396
1BS0A,384,643,"[201, 125, 361]",3,direct,14.0,0.6710526315789473,0.5520833333333334,0.4114583333333333,0.4771973788738251,0.6994516849517822,5.958397680923212e-16,0.577817440032959,4.034429550170898,0.46994142954404255
1BS0A,384,643,"[201, 125, 361]",3,direct,16.0,0.42105263157894735,0.3020833333333333,0.20833333333333334,0.7339272499084473,0.6994516849517822,7.069312162366014e-18,0.577833354473114,4.034376621246338,0.4699352642376063
1BS0A,384,643,"[201, 125, 361]",3,direct,32.0,0.2894736842105263,0.15625,0.109375,2.3834328651428223,0.6994516849517822,1.0546589682191289e-32,0.5778193473815918,4.034420490264893,0.46994037422131923
1BYIA,224,411,"[112, 15, 16]",3,direct,0.0,0.9772727272727273,0.8928571428571429,0.7767857142857143,0.0,0.8201952576637268,0.8097290992736816,0.6485766768455505,2.392503023147583,0.3064422005957744
1BYIA,224,411,"[112, 15, 16]",3,direct,0.5,0.9772727272727273,0.9017857142857143,0.7589285714285714,0.0015023795422166586,0.5097741484642029,0.3615141212940216,0.28478923439979553,4.581550598144531,0.5868249418507386
1BYIA,224,411,"[112, 15, 16]",3,direct,1.0,0.9772727272727273,0.9017857142857143,0.7589285714285714,0.004614891950041056,0.4095917046070099,0.07097259163856506,0.19449102878570557,5.2571892738342285,0.6733636841565175
1BYIA,224,411,"[112, 15, 16]",3,direct,2.0,0.9772727272727273,0.9017857142857143,0.7633928571428571,0.0072469329461455345,0.43768131732940674,0.0013253483921289444,0.20940585434436798,5.1854400634765625,0.6641737330048211
1BYIA,224,411,"[112, 15, 16]",3,direct,4.0,0.9772727272727273,0.9196428571428571,0.7678571428571429,0.009848295710980892,0.439358115196228,5.351827780941676e-07,0.20925197005271912,5.1651458740234375,0.6615743648890218
1BYIA,224,411,"[112, 15, 16]",3,direct,8.0,0.9772727272727273,0.9285714285714286,0.7678571428571429,0.01610761508345604,0.4393583834171295,3.813516614038087e-13,0.2079542577266693,5.155866622924805,0.6603858380202846
1BYIA,224,411,"[112, 15, 16]",3,direct,10.0,1.0,0.9375,0.7321428571428571,0.03411521762609482,0.4393583834171295,4.634142665416695e-16,0.20755361020565033,5.154221534729004,0.6601751279639052
1BYIA,224,411,"[112, 15, 16]",3,direct,12.0,0.9772727272727273,0.8303571428571429,0.6651785714285714,0.14330442249774933,0.4393583834171295,6.135494320374794e-19,0.2073059231042862,5.1533522605896,0.6600637875486067
1BYIA,224,411,"[112, 15, 16]",3,direct,14.0,0.7045454545454546,0.5714285714285714,0.42857142857142855,0.40546363592147827,0.4393583834171295,8.60397185000056e-22,0.20715868473052979,5.152884483337402,0.6600038726021407
1BYIA,224,411,"[112, 15, 16]",3,direct,16.0,0.6590909090909091,0.41964285714285715,0.30357142857142855,0.5184735059738159,0.4393583834171295,1.260141792787696e-24,0.20707301795482635,5.152627944946289,0.6599710140484212
1BYIA,224,411,"[112, 15, 16]",3,direct,32.0,0.09090909090909091,0.08035714285714286,0.07142857142857142,1.6580581665039062,0.4393583834171295,0.0,0.2069593369960785,5.15229606628418,0.6599285055848734
1C3PA,375,716,"[163, 250, 123]",3,direct,0.0,0.8933333333333333,0.8235294117647058,0.7013333333333334,0.0,0.963398277759552,0.9289336800575256,0.703127920627594,1.6873412132263184,0.19733261381458297
1C3PA,375,716,"[163, 250, 123]",3,direct,0.5,0.8933333333333333,0.8181818181818182,0.704,0.0008983630104921758,0.7901067733764648,0.7369407415390015,0.5338442325592041,3.5871078968048096,0.41950814201826886
1C3PA,375,716,"[163, 250, 123]",3,direct,1.0,0.88,0.8074866310160428,0.6986666666666667,0.003804986597970128,0.35960373282432556,0.35362133383750916,0.2367919534444809,6.574642181396484,0.7688968398216706
1C3PA,375,716,"[163, 250, 123]",3,direct,2.0,0.88,0.8074866310160428,0.696,0.012137516401708126,0.04661950469017029,0.016318311914801598,0.018580695614218712,8.287969589233398,0.969268509202139
1C3PA,375,716,"[163, 250, 123]",3,direct,4.0,0.88,0.7914438502673797,0.6853333333333333,0.024293135851621628,0.04301457479596138,2.770345781755168e-05,0.01907685212790966,8.285984992980957,0.9690364129534424
1C3PA,375,716,"[163, 250, 123]",3,direct,8.0,0.88,0.7914438502673797,0.6906666666666667,0.0369114950299263,0.043015241622924805,3.822087368821059e-10,0.01977778971195221,8.282350540161133,0.9686113678771414
1C3PA,375,716,"[163, 250, 123]",3,direct,10.0,0.84,0.7379679144385026,0.6506666666666666,0.0913844183087349,0.043015241622924805,1.7983172459837271e-12,0.020225439220666885,8.280770301818848,0.9684265608208751
1C3PA,375,716,"[163, 250, 123]",3,direct,12.0,0.7866666666666666,0.6417112299465241,0.5013333333333333,0.2512790262699127,0.043015241622924805,9.049840615934189e-15,0.020641032606363297,8.279584884643555,0.9682879276458969
1C3PA,375,716,"[163, 250, 123]",3,direct,14.0,0.7466666666666667,0.5080213903743316,0.35733333333333334,0.3793250322341919,0.043015241622924805,4.774583110351622e-17,0.02095653861761093,8.27890396118164,0.9682082944303422
1C3PA,375,716,"[163, 250, 123]",3,direct,16.0,0.5866666666666667,0.39572192513368987,0.2773333333333333,0.5292323231697083,0.043015241622924805,2.612072230789658e-19,0.02114696055650711,8.278678894042969,0.9681819730873857
1C3PA,375,716,"[163, 250, 123]",3,direct,32.0,0.10666666666666667,0.06951871657754011,0.056,1.7352957725524902,0.043015241622924805,4.5021356509026135e-37,0.020612206310033798,8.281547546386719,0.9685174586789662
1COJA,212,244,"[109, 160, 157]",3,direct,0.0,0.7142857142857143,0.6037735849056604,0.49056603773584906,0.0,0.9752885103225708,0.9680278897285461,0.9669769406318665,0.4216013252735138,0.054555598463046515
1COJA,212,244,"[109, 160, 157]",3,direct,0.5,0.7619047619047619,0.6037735849056604,0.4858490566037736,0.001989051466807723,0.8527432680130005,0.8191707134246826,0.8182347416877747,1.917689323425293,0.2481507586291124
1COJA,212,244,"[109, 160, 157]",3,direct,1.0,0.7380952380952381,0.6037735849056604,0.46226415094339623,0.008769257925450802,0.4485970139503479,0.4211290180683136,0.4206702709197998,5.177175998687744,0.6699313261733582
1COJA,212,244,"[109, 160, 157]",3,direct,2.0,0.7142857142857143,0.5849056603773585,0.4528301886792453,0.021466590464115143,0.04802471399307251,0.016205444931983948,0.016185998916625977,7.51078987121582,0.9719031032185164
1COJA,212,244,"[109, 160, 157]",3,direct,4.0,0.6666666666666666,0.5754716981132075,0.45754716981132076,0.03259572759270668,0.04645630717277527,5.933248758083209e-06,0.01581881009042263,7.514172077178955,0.9723407637745509
1COJA,212,244,"[109, 160, 157]",3,direct,8.0,0.6428571428571429,0.5943396226415094,0.41509433962264153,0.04917524755001068,0.04666581377387047,8.878409617739391e-13,0.01603492721915245,7.512558460235596,0.9721319602609994
1COJA,212,244,"[109, 160, 157]",3,direct,10.0,0.4523809523809524,0.2358490566037736,0.2028301886792453,0.30806103348731995,0.04666581377387047,4.620296323707047e-16,0.016057532280683517,7.512485504150391,0.9721225196766101
1COJA,212,244,"[109, 160, 157]",3,direct,12.0,0.07142857142857142,0.10377358490566038,0.09905660377358491,0.40922802686691284,0.04666581377387047,3.353267935655681e-19,0.016021937131881714,7.512779712677002,0.9721605905299969
1COJA,212,244,"[109, 160, 157]",3,direct,14.0,0.023809523809523808,0.03773584905660377,0.0660377358490566,0.4356918931007385,0.04666581377387047,3.986661939094358e-22,0.015945589169859886,7.513291835784912,0.9722268597302198
1COJA,212,244,"[109, 160, 157]",3,direct,16.0,0.0,0.0660377358490566,0.07547169811320754,0.464922159910202,0.046456627547740936,7.079504990085004e-25,0.01585143245756626,7.513858795166016,0.9723002247945263
1COJA,212,244,"[109, 160, 157]",3,direct,32.0,0.023809523809523808,0.018867924528301886,0.03773584905660377,1.4052156209945679,0.046237438917160034,0.0,0.01543129701167345,7.5157670974731445,0.9725471608646306
1CUKA,203,165,"[81, 116, 172]",3,direct,0.0,0.875,0.6534653465346535,0.4482758620689655,0.0,0.9842295050621033,0.981402575969696,0.8748759031295776,0.8281592130661011,0.10803951999147524
1CUKA,203,165,"[81, 116, 172]",3,direct,0.5,0.9,0.6336633663366337,0.45320197044334976,0.0005978283006697893,0.886579692363739,0.8772505521774292,0.7874851226806641,1.7707016468048096,0.23100118063123803
1CUKA,203,165,"[81, 116, 172]",3,direct,1.0,0.875,0.6336633663366337,0.4482758620689655,0.0030572800897061825,0.5602685213088989,0.49293622374534607,0.445146381855011,4.447038173675537,0.5801491574172988
1CUKA,203,165,"[81, 116, 172]",3,direct,2.0,0.85,0.6237623762376238,0.43842364532019706,0.01409120298922062,0.2560088038444519,0.017715347930788994,0.14085832238197327,6.480765342712402,0.84546397088521
1CUKA,203,165,"[81, 116, 172]",3,direct,4.0,0.85,0.6534653465346535,0.43842364532019706,0.023081200197339058,0.25972485542297363,5.661660452460637e-06,0.1438724249601364,6.450865745544434,0.8415633463736428
1CUKA,203,165,"[81, 116, 172]",3,direct,8.0,0.85,0.6435643564356436,0.4433497536945813,0.03089536540210247,0.25972598791122437,2.547076698861117e-12,0.1433662325143814,6.447699546813965,0.8411502922342449
1CUKA,203,165,"[81, 116, 172]",3,direct,10.0,0.775,0.6039603960396039,0.4088669950738916,0.10876738280057907,0.25972598791122437,2.8884454540917346e-15,0.1425071656703949,6.4501447677612305,0.8414692894672016
1CUKA,203,165,"[81, 116, 172]",3,direct,12.0,0.5,0.32673267326732675,0.22660098522167488,0.2853749990463257,0.25972598791122437,4.034503954555938e-18,0.14150480926036835,6.454200267791748,0.8419983595659334
1CUKA,203,165,"[81, 116, 172]",3,direct,14.0,0.35,0.21782178217821782,0.1330049261083744,0.39601635932922363,0.25936609506607056,6.52704714572796e-21,0.14062802493572235,6.458357810974121,0.8425407419516879
1CUKA,203,165,"[81, 116, 172]",3,direct,16.0,0.225,0.16831683168316833,0.10344827586206896,0.4316364824771881,0.25914183259010315,1.173282369552164e-23,0.14000919461250305,6.461657524108887,0.8429712140367231
1CUKA,203,165,"[81, 116, 172]",3,direct,32.0,0.075,0.039603960396039604,0.03940886699507389,1.4821637868881226,0.2589976489543915,5.605193857299268e-45,0.1391916126012802,6.468637943267822,0.8438818615588083
1D2SA,170,117,"[90, 19, 17]",3,direct,0.0,0.6176470588235294,0.4235294117647059,0.28823529411764703,0.0,0.9750529527664185,0.9710237979888916,0.9689644575119019,0.3477172255516052,0.0469292589024679
1D2SA,170,117,"[90, 19, 17]",3,direct,0.5,0.5882352941176471,0.4117647058823529,0.2823529411764706,0.004181642550975084,0.8354067802429199,0.8141155242919922,0.8123722076416016,1.7212281227111816,0.23230359115163754
1D2SA,170,117,"[90, 19, 17]",3,direct,1.0,0.6470588235294118,0.4235294117647059,0.2823529411764706,0.02162044495344162,0.4085383713245392,0.3773384392261505,0.37654316425323486,4.963953971862793,0.6699543882415734
1D2SA,170,117,"[90, 19, 17]",3,direct,2.0,0.6764705882352942,0.43529411764705883,0.2823529411764706,0.07151352614164352,0.08624748885631561,0.010262606665492058,0.032491184771060944,6.959771633148193,0.9393176433981115
1D2SA,170,117,"[90, 19, 17]",3,direct,4.0,0.6176470588235294,0.43529411764705883,0.27058823529411763,0.12195553630590439,0.08707065880298615,2.2820049707661383e-06,0.03287198767066002,6.947312355041504,0.9376360911336842
1D2SA,170,117,"[90, 19, 17]",3,direct,8.0,0.6764705882352942,0.4235294117647059,0.27058823529411763,0.25815895199775696,0.08693219721317291,1.723724787038028e-13,0.03256499767303467,6.947815418243408,0.93770398648517
1D2SA,170,117,"[90, 19, 17]",3,direct,10.0,0.6176470588235294,0.43529411764705883,0.27647058823529413,0.39367160201072693,0.08693219721317291,6.121416450811693e-17,0.03239351883530617,6.948705673217773,0.9378241387327755
1D2SA,170,117,"[90, 19, 17]",3,direct,12.0,0.6470588235294118,0.36470588235294116,0.2235294117647059,0.38169702887535095,0.08693219721317291,2.753337231072669e-20,0.032274577766656876,6.949316024780273,0.937906514135526
1D2SA,170,117,"[90, 19, 17]",3,direct,14.0,0.23529411764705882,0.17647058823529413,0.12941176470588237,0.39717134833335876,0.08693219721317291,1.7298170328678935e-23,0.03220019116997719,6.949675559997559,0.9379550383962086
1D2SA,170,117,"[90, 19, 17]",3,direct,16.0,0.0,0.011764705882352941,0.01764705882352941,0.44379425048828125,0.08693219721317291,1.5225511590319202e-26,0.03215565159916878,6.949875354766846,0.9379820034694528
1D2SA,170,117,"[90, 19, 17]",3,direct,32.0,0.0,0.0,0.011764705882352941,1.2594548463821411,0.08693219721317291,0.0,0.0320940725505352,6.950118064880371,0.9380147605632028
1DCSA,311,485,"[219, 182, 33]",3,direct,0.0,0.8064516129032258,0.7290322580645161,0.5755627009646302,0.0,0.9320513010025024,0.9162271618843079,0.4313772916793823,2.2273120880126953,0.2689740061452717
1DCSA,311,485,"[219, 182, 33]",3,direct,0.5,0.8225806451612904,0.7419354838709677,0.5691318327974276,0.0005524263251572847,0.6607952117919922,0.6353811621665955,0.3050823509693146,4.550909042358398,0.5495755369504839
1DCSA,311,485,"[219, 182, 33]",3,direct,1.0,0.8387096774193549,0.7354838709677419,0.5594855305466238,0.0021228156983852386,0.23866602778434753,0.22143884003162384,0.10938557237386703,7.07425594329834,0.8542992119544888
1DCSA,311,485,"[219, 182, 33]",3,direct,2.0,0.8225806451612904,0.7096774193548387,0.5594855305466238,0.004212049767374992,0.09048062562942505,0.007090851664543152,0.04474934563040733,7.770011901855469,0.9383198880329495
