protein,seq_len,anchor_positions,alpha,intervention_target,P_L5,P_L2,P_L,kl_div,l10h9_top3_mass,l10h9_anchor_mass,l10h9_top1_mass,l10h9_entropy,l10h9_entropy_norm
1A8LA,226,"[137, 25, 27]",14.0,q_only,0.9777777777777777,0.8495575221238938,0.6902654867256637,3.7551824789261445e-05,0.9072834253311157,0.897827684879303,0.5694239735603333,2.0039281845092773,0.2562509367292514
1A8LA,226,"[137, 25, 27]",16.0,q_only,0.9777777777777777,0.8495575221238938,0.6902654867256637,4.015041486127302e-05,0.9072834253311157,0.8978944420814514,0.5690211057662964,2.004274368286133,0.2562952047413416
1A8LA,226,"[137, 25, 27]",32.0,q_only,0.9777777777777777,0.8495575221238938,0.6902654867256637,5.9284862800268456e-05,0.9072834253311157,0.8981434106826782,0.5668826103210449,2.0059080123901367,0.25650410585624644
1A8LA,226,"[137, 25, 27]",0.0,v_only,0.9777777777777777,0.8495575221238938,0.6902654867256637,0.0,0.9061628580093384,0.8950357437133789,0.5695821642875671,2.0255627632141113,0.2590174435839938
1A8LA,226,"[137, 25, 27]",0.5,v_only,0.9777777777777777,0.8584070796460177,0.6858407079646017,2.4275679606944323e-05,0.9061628580093384,0.8950357437133789,0.5695821642875671,2.0255627632141113,0.2590174435839938
1A8LA,226,"[137, 25, 27]",1.0,v_only,0.9777777777777777,0.8495575221238938,0.6858407079646017,0.00011016272037522867,0.9061628580093384,0.8950357437133789,0.5695821642875671,2.0255627632141113,0.2590174435839938
1A8LA,226,"[137, 25, 27]",2.0,v_only,0.9777777777777777,0.8495575221238938,0.6858407079646017,0.0005834068288095295,0.9061628580093384,0.8950357437133789,0.5695821642875671,2.0255627632141113,0.2590174435839938
1A8LA,226,"[137, 25, 27]",4.0,v_only,0.9777777777777777,0.8495575221238938,0.672566371681416,0.0033368789590895176,0.9061628580093384,0.8950357437133789,0.5695821642875671,2.0255627632141113,0.2590174435839938
1A8LA,226,"[137, 25, 27]",8.0,v_only,0.9777777777777777,0.8584070796460177,0.672566371681416,0.012454796582460403,0.9061628580093384,0.8950357437133789,0.5695821642875671,2.0255627632141113,0.2590174435839938
1A8LA,226,"[137, 25, 27]",10.0,v_only,0.9777777777777777,0.8495575221238938,0.672566371681416,0.019121874123811722,0.9061628580093384,0.8950357437133789,0.5695821642875671,2.0255627632141113,0.2590174435839938
1A8LA,226,"[137, 25, 27]",12.0,v_only,0.9777777777777777,0.8584070796460177,0.6814159292035398,0.0290569756180048,0.9061628580093384,0.8950357437133789,0.5695821642875671,2.0255627632141113,0.2590174435839938
1A8LA,226,"[137, 25, 27]",14.0,v_only,0.9555555555555556,0.8672566371681416,0.6814159292035398,0.04494345933198929,0.9061628580093384,0.8950357437133789,0.5695821642875671,2.0255627632141113,0.2590174435839938
1A8LA,226,"[137, 25, 27]",16.0,v_only,0.9555555555555556,0.8672566371681416,0.6548672566371682,0.07504201680421829,0.9061628580093384,0.8950357437133789,0.5695821642875671,2.0255627632141113,0.2590174435839938
1A8LA,226,"[137, 25, 27]",32.0,v_only,0.26666666666666666,0.17699115044247787,0.1504424778761062,0.48599445819854736,0.9061628580093384,0.8950357437133789,0.5695821642875671,2.0255627632141113,0.2590174435839938
1ATGA,231,"[160, 3, 209]",0.0,ln_all,0.9565217391304348,0.8434782608695652,0.7445887445887446,0.0,0.7938668727874756,0.7935847043991089,0.5175890922546387,2.67392635345459,0.34055168337019964
1ATGA,231,"[160, 3, 209]",0.5,ln_all,0.9565217391304348,0.8434782608695652,0.7402597402597403,0.0005342495278455317,0.4653303623199463,0.35903337597846985,0.22390592098236084,4.786800384521484,0.6096476542070158
1ATGA,231,"[160, 3, 209]",1.0,ln_all,0.9565217391304348,0.8434782608695652,0.7445887445887446,0.0016200689133256674,0.3722485899925232,0.07837950438261032,0.16626429557800293,5.5264692306518555,0.7038519954600028
1ATGA,231,"[160, 3, 209]",2.0,ln_all,0.9565217391304348,0.8434782608695652,0.7532467532467533,0.0038924149703234434,0.3998960852622986,0.002099536592140794,0.1793365776538849,5.4794206619262695,0.6978598823043968
1ATGA,231,"[160, 3, 209]",4.0,ln_all,0.9565217391304348,0.8347826086956521,0.7575757575757576,0.006834553554654121,0.4011363387107849,1.9536853415047517e-06,0.17954127490520477,5.457144737243652,0.6950228170129417
1ATGA,231,"[160, 3, 209]",8.0,ln_all,0.9565217391304348,0.8521739130434782,0.7662337662337663,0.012982280924916267,0.4011375904083252,5.168308489511553e-12,0.17883722484111786,5.450782299041748,0.6942124958770592
1ATGA,231,"[160, 3, 209]",10.0,ln_all,0.9782608695652174,0.8695652173913043,0.7532467532467533,0.0685897246003151,0.4011375904083252,1.1483245147684337e-14,0.17849445343017578,5.450321197509766,0.6941537699130033
1ATGA,231,"[160, 3, 209]",12.0,ln_all,0.6739130434782609,0.4260869565217391,0.2510822510822511,0.41118988394737244,0.39961278438568115,2.880016576294048e-17,0.17821785807609558,5.45050048828125,0.694176604414022
1ATGA,231,"[160, 3, 209]",14.0,ln_all,0.43478260869565216,0.3217391304347826,0.19047619047619047,0.48930275440216064,0.39961278438568115,7.864539227295819e-20,0.17800690233707428,5.450915813446045,0.6942295002927114
1ATGA,231,"[160, 3, 209]",16.0,ln_all,0.2608695652173913,0.2,0.1471861471861472,0.5715460181236267,0.39961278438568115,2.288064171213895e-22,0.17784985899925232,5.4513702392578125,0.6942873760359847
1ATGA,231,"[160, 3, 209]",32.0,ln_all,0.2391304347826087,0.19130434782608696,0.12554112554112554,1.8223214149475098,0.39961278438568115,4.716770630917334e-42,0.17742224037647247,5.4527716636657715,0.6944658616702767
1ATGA,231,"[160, 3, 209]",0.0,k_only,0.9565217391304348,0.8434782608695652,0.7445887445887446,0.0,0.7938668727874756,0.7935847043991089,0.5175890922546387,2.67392635345459,0.34055168337019964
1ATGA,231,"[160, 3, 209]",0.5,k_only,0.9565217391304348,0.8434782608695652,0.7445887445887446,2.0249776753189508e-06,0.7414306402206421,0.7327688336372375,0.47398921847343445,3.0325372219085693,0.3862244203059314
1ATGA,231,"[160, 3, 209]",1.0,k_only,0.9565217391304348,0.8434782608695652,0.7445887445887446,9.217968909069896e-06,0.6855139136314392,0.6621126532554626,0.4247280955314636,3.4201643466949463,0.43559267223830195
1ATGA,231,"[160, 3, 209]",2.0,k_only,0.9565217391304348,0.8521739130434782,0.7402597402597403,4.4055534090148285e-05,0.5651232004165649,0.5017355680465698,0.31678223609924316,4.202184677124023,0.5351909052312455
1ATGA,231,"[160, 3, 209]",4.0,k_only,0.9565217391304348,0.8521739130434782,0.7402597402597403,0.00017832710000220686,0.3876127600669861,0.2133512943983078,0.14249517023563385,5.264435768127441,0.6704793722212502
1ATGA,231,"[160, 3, 209]",8.0,k_only,0.9565217391304348,0.8521739130434782,0.7402597402597403,0.000356290431227535,0.3907798230648041,0.020076412707567215,0.1761745810508728,5.5370774269104,0.7052030570136246
1ATGA,231,"[160, 3, 209]",10.0,k_only,0.9565217391304348,0.8434782608695652,0.7402597402597403,0.00037820840952917933,0.3962312340736389,0.00572515744715929,0.17858479917049408,5.506565570831299,0.7013170621966535
1ATGA,231,"[160, 3, 209]",12.0,k_only,0.9565217391304348,0.8434782608695652,0.7402597402597403,0.00038573192432522774,0.39822715520858765,0.0016461778432130814,0.1792590320110321,5.489544868469238,0.6991493028512795
1ATGA,231,"[160, 3, 209]",14.0,k_only,0.9565217391304348,0.8434782608695652,0.7402597402597403,0.000388275773730129,0.39845168590545654,0.00048111521755345166,0.17944879829883575,5.482333183288574,0.6982308214858379
1ATGA,231,"[160, 3, 209]",16.0,k_only,0.9565217391304348,0.8434782608695652,0.7402597402597403,0.0003891254309564829,0.3985154628753662,0.0001431519049219787,0.1795031875371933,5.479570388793945,0.6978789515419496
1ATGA,231,"[160, 3, 209]",32.0,k_only,0.9565217391304348,0.8434782608695652,0.7402597402597403,0.0003895882109645754,0.39854246377944946,1.5229874250621833e-08,0.17952577769756317,5.478001117706299,0.6976790889279805
1ATGA,231,"[160, 3, 209]",0.0,q_only,0.9565217391304348,0.8434782608695652,0.7445887445887446,0.0,0.7938668727874756,0.7935847043991089,0.5175890922546387,2.67392635345459,0.34055168337019964
1ATGA,231,"[160, 3, 209]",0.5,q_only,0.9565217391304348,0.8434782608695652,0.7445887445887446,6.651922745959382e-08,0.7938668727874756,0.7938157320022583,0.5177193880081177,2.671935558319092,0.3402981353868144
1ATGA,231,"[160, 3, 209]",1.0,q_only,0.9565217391304348,0.8434782608695652,0.7445887445887446,2.56625440897551e-07,0.7943909168243408,0.7940338253974915,0.5178383588790894,2.6700921058654785,0.3400633529907025
1ATGA,231,"[160, 3, 209]",2.0,q_only,0.9565217391304348,0.8434782608695652,0.7445887445887446,8.881797839421779e-07,0.7959425449371338,0.7944314479827881,0.5180407166481018,2.6668286323547363,0.33964771648811837
1ATGA,231,"[160, 3, 209]",4.0,q_only,0.9565217391304348,0.8434782608695652,0.7445887445887446,2.7266019060334656e-06,0.7982490062713623,0.7950840592384338,0.5182930827140808,2.661808729171753,0.33900838082462426
1ATGA,231,"[160, 3, 209]",8.0,q_only,0.9565217391304348,0.8434782608695652,0.7445887445887446,6.7613918872666545e-06,0.7982490062713623,0.7959738373756409,0.5180999040603638,2.656285285949707,0.33830491422209896
1ATGA,231,"[160, 3, 209]",10.0,q_only,0.9565217391304348,0.8434782608695652,0.7445887445887446,9.191680874209851e-06,0.7982490062713623,0.7962892055511475,0.517656683921814,2.655078411102295,0.3381512064506144
1ATGA,231,"[160, 3, 209]",12.0,q_only,0.9565217391304348,0.8434782608695652,0.7445887445887446,1.2271347259229515e-05,0.7982490062713623,0.7965410947799683,0.5170987248420715,2.654512643814087,0.3380791502392883
1ATGA,231,"[160, 3, 209]",14.0,q_only,0.9565217391304348,0.8434782608695652,0.7445887445887446,1.564705053169746e-05,0.7982490062713623,0.7967312335968018,0.5165748596191406,2.6543030738830566,0.33805245937971995
1ATGA,231,"[160, 3, 209]",16.0,q_only,0.9565217391304348,0.8434782608695652,0.7445887445887446,1.860988231783267e-05,0.7982490062713623,0.7968661189079285,0.5161783695220947,2.65423321723938,0.3380435624265305
1ATGA,231,"[160, 3, 209]",32.0,q_only,0.9565217391304348,0.8434782608695652,0.7445887445887446,2.5310278942924924e-05,0.7982490062713623,0.7971826791763306,0.5154888033866882,2.6539063453674316,0.3380019319732106
1ATGA,231,"[160, 3, 209]",0.0,v_only,0.9565217391304348,0.8434782608695652,0.7445887445887446,0.0,0.7938668727874756,0.7935847043991089,0.5175890922546387,2.67392635345459,0.34055168337019964
1ATGA,231,"[160, 3, 209]",0.5,v_only,0.9565217391304348,0.8434782608695652,0.7445887445887446,8.004420124052558e-06,0.7938668727874756,0.7935847043991089,0.5175890922546387,2.67392635345459,0.34055168337019964
1ATGA,231,"[160, 3, 209]",1.0,v_only,0.9565217391304348,0.8434782608695652,0.7445887445887446,3.215219476260245e-05,0.7938668727874756,0.7935847043991089,0.5175890922546387,2.67392635345459,0.34055168337019964
1ATGA,231,"[160, 3, 209]",2.0,v_only,0.9565217391304348,0.8434782608695652,0.7445887445887446,0.00013051058340352029,0.7938668727874756,0.7935847043991089,0.5175890922546387,2.67392635345459,0.34055168337019964
1ATGA,231,"[160, 3, 209]",4.0,v_only,0.9565217391304348,0.8521739130434782,0.7445887445887446,0.0005488354945555329,0.7938668727874756,0.7935847043991089,0.5175890922546387,2.67392635345459,0.34055168337019964
1ATGA,231,"[160, 3, 209]",8.0,v_only,0.9565217391304348,0.8434782608695652,0.7489177489177489,0.0027418527752161026,0.7938668727874756,0.7935847043991089,0.5175890922546387,2.67392635345459,0.34055168337019964
1ATGA,231,"[160, 3, 209]",10.0,v_only,0.9565217391304348,0.8434782608695652,0.7575757575757576,0.005131680518388748,0.7938668727874756,0.7935847043991089,0.5175890922546387,2.67392635345459,0.34055168337019964
1ATGA,231,"[160, 3, 209]",12.0,v_only,0.9565217391304348,0.8608695652173913,0.7662337662337663,0.009817306883633137,0.7938668727874756,0.7935847043991089,0.5175890922546387,2.67392635345459,0.34055168337019964
1ATGA,231,"[160, 3, 209]",14.0,v_only,0.9565217391304348,0.8695652173913043,0.7489177489177489,0.023167787119746208,0.7938668727874756,0.7935847043991089,0.5175890922546387,2.67392635345459,0.34055168337019964
1ATGA,231,"[160, 3, 209]",16.0,v_only,0.9347826086956522,0.8608695652173913,0.7662337662337663,0.05768534168601036,0.7938668727874756,0.7935847043991089,0.5175890922546387,2.67392635345459,0.34055168337019964
1ATGA,231,"[160, 3, 209]",32.0,v_only,0.2608695652173913,0.20869565217391303,0.1471861471861472,0.5925484299659729,0.7938668727874756,0.7935847043991089,0.5175890922546387,2.67392635345459,0.34055168337019964
1B5QA,472,"[428, 30, 261]",0.0,ln_all,0.776595744680851,0.6822033898305084,0.4978813559322034,0.0,0.9508631229400635,0.9432960748672485,0.5767358541488647,2.008329391479492,0.2260959244133735
1B5QA,472,"[428, 30, 261]",0.5,ln_all,0.7872340425531915,0.690677966101695,0.5169491525423728,0.0021320884115993977,0.7739264965057373,0.7516649961471558,0.5040770173072815,3.6805920600891113,0.41435775811722364
1B5QA,472,"[428, 30, 261]",1.0,ln_all,0.8297872340425532,0.6822033898305084,0.5233050847457628,0.00864554475992918,0.3841824531555176,0.3810155391693115,0.26969343423843384,6.394920349121094,0.7199344061878662
1B5QA,472,"[428, 30, 261]",2.0,ln_all,0.851063829787234,0.6949152542372882,0.5317796610169492,0.031198106706142426,0.1047353595495224,0.03348049148917198,0.0623173825442791,8.178834915161133,0.9207659105190238
1B5QA,472,"[428, 30, 261]",4.0,ln_all,0.8617021276595744,0.6991525423728814,0.5233050847457628,0.04047147557139397,0.1040448397397995,0.0001530870795249939,0.06663276255130768,8.198785781860352,0.9230119612258179
1B5QA,472,"[428, 30, 261]",8.0,ln_all,0.8617021276595744,0.6822033898305084,0.5127118644067796,0.04923734813928604,0.10405320674180984,2.147665512097774e-08,0.06821899861097336,8.188766479492188,0.921883997137597
1B5QA,472,"[428, 30, 261]",10.0,ln_all,0.6702127659574468,0.4872881355932203,0.3453389830508475,0.28920188546180725,0.10405320674180984,4.5666911918651465e-10,0.06853043287992477,8.187186241149902,0.9217060953201421
1B5QA,472,"[428, 30, 261]",12.0,ln_all,0.2127659574468085,0.13559322033898305,0.1016949152542373,0.4949150085449219,0.10405320674180984,1.1388780543630794e-11,0.06867624074220657,8.186488151550293,0.9216275050181644
1B5QA,472,"[428, 30, 261]",14.0,ln_all,0.14893617021276595,0.06779661016949153,0.04025423728813559,0.7157444357872009,0.10405320674180984,3.1203040368535384e-13,0.06874280422925949,8.186193466186523,0.9215943296038049
1B5QA,472,"[428, 30, 261]",16.0,ln_all,0.10638297872340426,0.0635593220338983,0.0423728813559322,0.9557005763053894,0.10405320674180984,9.126097298109599e-15,0.06877224147319794,8.186071395874023,0.9215805870373389
1B5QA,472,"[428, 30, 261]",32.0,ln_all,0.1595744680851064,0.09745762711864407,0.05508474576271186,2.343144416809082,0.10405320674180984,1.4896020413945523e-26,0.06877981126308441,8.18595027923584,0.9215669518346734
1B5QA,472,"[428, 30, 261]",0.0,k_only,0.776595744680851,0.6822033898305084,0.4978813559322034,0.0,0.9508631229400635,0.9432960748672485,0.5767358541488647,2.008329391479492,0.2260959244133735
1B5QA,472,"[428, 30, 261]",0.5,k_only,0.776595744680851,0.6822033898305084,0.4978813559322034,6.653016953350743e-06,0.9343301057815552,0.9245770573616028,0.5753346681594849,2.185227632522583,0.24601096997583138
1B5QA,472,"[428, 30, 261]",1.0,k_only,0.776595744680851,0.6864406779661016,0.4978813559322034,3.057456706301309e-05,0.9130975008010864,0.9007365107536316,0.5702246427536011,2.4048500061035156,0.27073586011950446
1B5QA,472,"[428, 30, 261]",2.0,k_only,0.776595744680851,0.6864406779661016,0.5,0.00016276718815788627,0.8551037311553955,0.8344418406486511,0.545589029788971,2.989788055419922,0.33658766189357553
1B5QA,472,"[428, 30, 261]",4.0,k_only,0.776595744680851,0.6864406779661016,0.5,0.0011345932725816965,0.6396600008010864,0.6193088293075562,0.4256828725337982,4.717860221862793,0.5311324788855205
1B5QA,472,"[428, 30, 261]",8.0,k_only,0.7978723404255319,0.673728813559322,0.5063559322033898,0.007508210372179747,0.19944357872009277,0.16247457265853882,0.11834071576595306,7.667820930480957,0.863236413741948
1B5QA,472,"[428, 30, 261]",10.0,k_only,0.8191489361702128,0.6779661016949152,0.5084745762711864,0.010660949163138866,0.13330689072608948,0.06769977509975433,0.05928482487797737,8.079275131225586,0.9095575592003585
1B5QA,472,"[428, 30, 261]",12.0,k_only,0.8191489361702128,0.673728813559322,0.5084745762711864,0.0128462053835392,0.10371820628643036,0.027443157508969307,0.062474969774484634,8.195915222167969,0.9226887961862648
1B5QA,472,"[428, 30, 261]",14.0,k_only,0.8297872340425532,0.673728813559322,0.510593220338983,0.014292941428720951,0.10272858291864395,0.011059717275202274,0.063941091299057,8.219767570495605,0.9253740722009697
1B5QA,472,"[428, 30, 261]",16.0,k_only,0.8297872340425532,0.6652542372881356,0.5127118644067796,0.015151762403547764,0.10372170060873032,0.00446787616237998,0.06457134336233139,8.219956398010254,0.9253953302334719
1B5QA,472,"[428, 30, 261]",32.0,k_only,0.8191489361702128,0.6694915254237288,0.5169491525423728,0.015980858355760574,0.10392771661281586,5.875122496945551e-06,0.06500512361526489,8.209562301635742,0.9242251721716482
1B5QA,472,"[428, 30, 261]",0.0,q_only,0.776595744680851,0.6822033898305084,0.4978813559322034,0.0,0.9508631229400635,0.9432960748672485,0.5767358541488647,2.008329391479492,0.2260959244133735
1B5QA,472,"[428, 30, 261]",0.5,q_only,0.776595744680851,0.6822033898305084,0.4978813559322034,4.0706026993575506e-08,0.9508631229400635,0.9433081150054932,0.5768179297447205,2.0080525875091553,0.22606476207027373
1B5QA,472,"[428, 30, 261]",1.0,q_only,0.776595744680851,0.6822033898305084,0.4978813559322034,1.7238950533737807e-07,0.9508631229400635,0.9433177709579468,0.5768997073173523,2.007798671722412,0.22603617645838636
1B5QA,472,"[428, 30, 261]",2.0,q_only,0.776595744680851,0.6822033898305084,0.4978813559322034,6.958691756153712e-07,0.9508631229400635,0.9433321952819824,0.5770631432533264,2.0073416233062744,0.22598472235698908
1B5QA,472,"[428, 30, 261]",4.0,q_only,0.776595744680851,0.6822033898305084,0.5,2.8579202080436517e-06,0.9508631229400635,0.9433485865592957,0.5773903131484985,2.0065484046936035,0.2258954225159099
1B5QA,472,"[428, 30, 261]",8.0,q_only,0.776595744680851,0.6822033898305084,0.5,1.3874389878765214e-05,0.9508631229400635,0.943359911441803,0.5780550241470337,2.005131959915161,0.22573596043119357
1B5QA,472,"[428, 30, 261]",10.0,q_only,0.776595744680851,0.6864406779661016,0.5,2.410476554359775e-05,0.9508631229400635,0.9433619379997253,0.5783843994140625,2.004462242126465,0.22566056420228123
1B5QA,472,"[428, 30, 261]",12.0,q_only,0.776595744680851,0.6864406779661016,0.5,3.7067653465783224e-05,0.9508631229400635,0.9433629512786865,0.5786893963813782,2.0038516521453857,0.2255918245290009
1B5QA,472,"[428, 30, 261]",14.0,q_only,0.776595744680851,0.6864406779661016,0.5,5.0982009270228446e-05,0.9508631229400635,0.943363606929779,0.5789503455162048,2.00333571434021,0.22553374071292176
1B5QA,472,"[428, 30, 261]",16.0,q_only,0.776595744680851,0.6864406779661016,0.5,6.384109292412177e-05,0.9508631229400635,0.9433639645576477,0.5791569948196411,2.0029330253601074,0.22548840634815387
1B5QA,472,"[428, 30, 261]",32.0,q_only,0.776595744680851,0.690677966101695,0.5,9.890610090224072e-05,0.9508631229400635,0.9433646202087402,0.5796454548835754,2.0020337104797363,0.22538716228426733
1B5QA,472,"[428, 30, 261]",0.0,v_only,0.776595744680851,0.6822033898305084,0.4978813559322034,0.0,0.9508631229400635,0.9432960748672485,0.5767358541488647,2.008329391479492,0.2260959244133735
1B5QA,472,"[428, 30, 261]",0.5,v_only,0.776595744680851,0.6822033898305084,0.4978813559322034,2.3056050849845633e-05,0.9508631229400635,0.9432960748672485,0.5767358541488647,2.008329391479492,0.2260959244133735
1B5QA,472,"[428, 30, 261]",1.0,v_only,0.776595744680851,0.6822033898305084,0.5021186440677966,9.357326052850112e-05,0.9508631229400635,0.9432960748672485,0.5767358541488647,2.008329391479492,0.2260959244133735
1B5QA,472,"[428, 30, 261]",2.0,v_only,0.776595744680851,0.6779661016949152,0.5042372881355932,0.0003895799454767257,0.9508631229400635,0.9432960748672485,0.5767358541488647,2.008329391479492,0.2260959244133735
1B5QA,472,"[428, 30, 261]",4.0,v_only,0.7978723404255319,0.6652542372881356,0.5063559322033898,0.0017569223418831825,0.9508631229400635,0.9432960748672485,0.5767358541488647,2.008329391479492,0.2260959244133735
1B5QA,472,"[428, 30, 261]",8.0,v_only,0.8297872340425532,0.6652542372881356,0.5042372881355932,0.009877164848148823,0.9508631229400635,0.9432960748672485,0.5767358541488647,2.008329391479492,0.2260959244133735
1B5QA,472,"[428, 30, 261]",10.0,v_only,0.851063829787234,0.6567796610169492,0.4957627118644068,0.018175765872001648,0.9508631229400635,0.9432960748672485,0.5767358541488647,2.008329391479492,0.2260959244133735
