protein,base_setup,variant,alpha,anchor_positions,segment_metric,faithfulness,l10h9_top3_mass,l10h9_anchor_mass,l10h9_top1_mass,l10h9_entropy,l10h9_entropy_norm
2B61A,clean,k_only,16.0,"[315, 163, 181]",0.009775090962648392,-0.033117264798883175,0.05478484928607941,7.628598541487008e-05,0.0222521610558033,8.301897048950195,0.9700267522580699
2B61A,clean,k_only,32.0,"[315, 163, 181]",0.009771120734512806,-0.033124537032674366,0.0547853484749794,7.094580212196888e-08,0.02225317619740963,8.301304817199707,0.9699575535390152
2B61A,clean,v_only,0.0,"[315, 163, 181]",0.573798656463623,1.0,0.33094823360443115,0.3145676553249359,0.28058332204818726,6.574741840362549,0.7682190512286114
2B61A,clean,v_only,0.5,"[315, 163, 181]",0.5816907286643982,1.0144558428838308,0.33094823360443115,0.3145676553249359,0.28058332204818726,6.574741840362549,0.7682190512286114
2B61A,clean,v_only,1.0,"[315, 163, 181]",0.5841904282569885,1.019034521797046,0.33094823360443115,0.3145676553249359,0.28058332204818726,6.574741840362549,0.7682190512286114
2B61A,clean,v_only,2.0,"[315, 163, 181]",0.5702622532844543,0.9935223997663223,0.33094823360443115,0.3145676553249359,0.28058332204818726,6.574741840362549,0.7682190512286114
2B61A,clean,v_only,4.0,"[315, 163, 181]",0.45751726627349854,0.7870083465864947,0.33094823360443115,0.3145676553249359,0.28058332204818726,6.574741840362549,0.7682190512286114
2B61A,clean,v_only,8.0,"[315, 163, 181]",0.07142062485218048,0.07979834592112706,0.33094823360443115,0.3145676553249359,0.28058332204818726,6.574741840362549,0.7682190512286114
2B61A,clean,v_only,10.0,"[315, 163, 181]",0.010740730911493301,-0.031348510151468605,0.33094823360443115,0.3145676553249359,0.28058332204818726,6.574741840362549,0.7682190512286114
2B61A,clean,v_only,12.0,"[315, 163, 181]",0.009492069482803345,-0.0336356728850367,0.33094823360443115,0.3145676553249359,0.28058332204818726,6.574741840362549,0.7682190512286114
2B61A,clean,v_only,14.0,"[315, 163, 181]",0.009280147030949593,-0.03402384947410201,0.33094823360443115,0.3145676553249359,0.28058332204818726,6.574741840362549,0.7682190512286114
2B61A,clean,v_only,16.0,"[315, 163, 181]",0.009236604906618595,-0.03410360522039324,0.33094823360443115,0.3145676553249359,0.28058332204818726,6.574741840362549,0.7682190512286114
2B61A,clean,v_only,32.0,"[315, 163, 181]",0.007925203070044518,-0.03650568903625342,0.33094823360443115,0.3145676553249359,0.28058332204818726,6.574741840362549,0.7682190512286114
