i,j,tm,seqid,d_aa,d_3di,same_col,same_col_pm2,stratum,pfam_i,pfam_j,set_i,set_j
6won_G,1sny_A,0.7434,0.1911764705882352,0.9354838709677419,0.8064516129032258,0,0,cross_pfam_same_hsf,PF13561,PF00106,A_3.40.50.720,A_3.40.50.720
6won_G,4qtz_A,0.6237,0.11,0.9354838709677419,0.8387096774193549,0,1,cross_pfam_same_hsf,PF13561,PF01370,A_3.40.50.720,A_3.40.50.720
6won_G,2z1m_A,0.6094,0.1365853658536585,0.9032258064516129,0.7419354838709677,0,1,cross_pfam_same_hsf,PF13561,PF01370,A_3.40.50.720,A_3.40.50.720
6won_G,5zec_A,0.6429,0.1111111111111111,0.9354838709677419,0.8387096774193549,0,1,cross_pfam_same_hsf,PF13561,PF01370,A_3.40.50.720,A_3.40.50.720
6won_G,1fxs_A,0.5152,0.1213592233009708,0.967741935483871,0.8064516129032258,0,1,cross_pfam_same_hsf,PF13561,PF01370,A_3.40.50.720,A_3.40.50.720
6won_G,3gpi_A,0.5046,0.1379310344827586,0.9354838709677419,0.9032258064516129,0,0,cross_pfam_same_hsf,PF13561,PF01370,A_3.40.50.720,A_3.40.50.720
6won_G,3sxp_D,0.5226,0.0994764397905759,0.9354838709677419,0.9032258064516129,0,1,cross_pfam_same_hsf,PF13561,PF01370,A_3.40.50.720,A_3.40.50.720
6won_G,6yj4_P,0.6059,0.1675392670157068,0.967741935483871,0.7419354838709677,0,0,cross_pfam_same_hsf,PF13561,PF01370,A_3.40.50.720,A_3.40.50.720
6won_G,2hrz_A,0.6136,0.125,0.8387096774193549,0.8064516129032258,0,1,cross_pfam_same_hsf,PF13561,PF01370,A_3.40.50.720,A_3.40.50.720
6won_G,2x4g_A,0.5197,0.1284916201117318,0.8387096774193549,0.7419354838709677,0,0,cross_pfam_same_hsf,PF13561,PF01370,A_3.40.50.720,A_3.40.50.720
6won_G,4idg_B,0.5446,0.1330049261083744,0.8387096774193549,0.8709677419354839,0,1,cross_pfam_same_hsf,PF13561,PF01370,A_3.40.50.720,A_3.40.50.720
6won_G,3ip1_B,0.2592,0.0760233918128654,0.8387096774193549,0.8709677419354839,0,0,cross_pfam_same_hsf,PF13561,PF00107,A_3.40.50.720,A_3.40.50.720
6won_G,4rvu_A,0.2748,0.0440251572327044,0.8709677419354839,0.9032258064516129,0,0,cross_pfam_same_hsf,PF13561,PF00107,A_3.40.50.720,A_3.40.50.720
6won_G,7cyi_D,0.2427,0.0564971751412429,0.9354838709677419,0.8709677419354839,0,0,cross_pfam_same_hsf,PF13561,PF00107,A_3.40.50.720,A_3.40.50.720
6won_G,4jbi_M,0.209,0.064516129032258,0.9354838709677419,0.9032258064516129,0,0,cross_pfam_same_hsf,PF13561,PF00107,A_3.40.50.720,A_3.40.50.720
6won_G,3gaz_B,0.2588,0.0727272727272727,0.9032258064516129,0.9032258064516129,0,0,cross_pfam_same_hsf,PF13561,PF00107,A_3.40.50.720,A_3.40.50.720
6won_G,1zsy_A,0.2821,0.06875,0.9354838709677419,0.8387096774193549,0,0,cross_pfam_same_hsf,PF13561,PF00107,A_3.40.50.720,A_3.40.50.720
6won_G,4gi2_B,0.3088,0.094240837696335,0.8709677419354839,0.967741935483871,0,0,cross_pfam_same_hsf,PF13561,PF00107,A_3.40.50.720,A_3.40.50.720
6won_G,1q1n_A,0.2568,0.0679012345679012,0.9354838709677419,0.967741935483871,0,0,cross_pfam_same_hsf,PF13561,PF00107,A_3.40.50.720,A_3.40.50.720
6won_G,2zb8_A,0.2654,0.0822784810126582,0.9354838709677419,0.8064516129032258,0,0,cross_pfam_same_hsf,PF13561,PF00107,A_3.40.50.720,A_3.40.50.720
6won_G,4eye_A,0.2701,0.0779220779220779,0.9032258064516129,0.8709677419354839,0,0,cross_pfam_same_hsf,PF13561,PF00107,A_3.40.50.720,A_3.40.50.720
6won_G,3gfb_A,0.2472,0.0584795321637426,0.8709677419354839,0.8709677419354839,0,0,cross_pfam_same_hsf,PF13561,PF08240,A_3.40.50.720,A_3.40.50.720
6won_G,2j8z_A,0.2615,0.0375,0.8709677419354839,0.9354838709677419,0,0,cross_pfam_same_hsf,PF13561,PF08240,A_3.40.50.720,A_3.40.50.720
6won_G,4gi2_A,0.31,0.094240837696335,0.8709677419354839,0.967741935483871,0,0,cross_pfam_same_hsf,PF13561,PF08240,A_3.40.50.720,A_3.40.50.720
6won_G,3m6i_B,0.2879,0.0584795321637426,0.9354838709677419,0.9032258064516129,0,0,cross_pfam_same_hsf,PF13561,PF08240,A_3.40.50.720,A_3.40.50.720
6won_G,1yb5_A,0.263,0.0700636942675159,0.8709677419354839,0.8387096774193549,0,0,cross_pfam_same_hsf,PF13561,PF08240,A_3.40.50.720,A_3.40.50.720
6won_G,5a4d_G,0.271,0.0636942675159235,0.967741935483871,0.9354838709677419,0,0,cross_pfam_same_hsf,PF13561,PF08240,A_3.40.50.720,A_3.40.50.720
6won_G,1ps0_A,0.2396,0.0679012345679012,0.9354838709677419,0.9032258064516129,0,0,cross_pfam_same_hsf,PF13561,PF08240,A_3.40.50.720,A_3.40.50.720
6won_G,4a27_A,0.2412,0.0516129032258064,0.9032258064516129,0.9354838709677419,0,0,cross_pfam_same_hsf,PF13561,PF08240,A_3.40.50.720,A_3.40.50.720
6won_G,4ilk_A,0.2676,0.0714285714285714,0.9354838709677419,0.967741935483871,0,0,cross_pfam_same_hsf,PF13561,PF08240,A_3.40.50.720,A_3.40.50.720
6won_G,4dvj_B,0.2677,0.06875,0.9354838709677419,0.967741935483871,0,0,cross_pfam_same_hsf,PF13561,PF08240,A_3.40.50.720,A_3.40.50.720
6won_G,3euw_D,0.2348,0.0747663551401869,0.8709677419354839,0.9032258064516129,0,0,cross_pfam_same_hsf,PF13561,PF01408,A_3.40.50.720,A_3.40.50.720
6won_G,3hnp_B,0.2182,0.0560747663551401,0.967741935483871,0.9032258064516129,0,0,cross_pfam_same_hsf,PF13561,PF01408,A_3.40.50.720,A_3.40.50.720
6won_G,3kux_A,0.156,0.055045871559633,0.9032258064516129,0.9354838709677419,0,0,cross_pfam_same_hsf,PF13561,PF01408,A_3.40.50.720,A_3.40.50.720
6won_G,3wbf_B,0.2594,0.073394495412844,0.8387096774193549,0.9032258064516129,0,0,cross_pfam_same_hsf,PF13561,PF01408,A_3.40.50.720,A_3.40.50.720
6won_G,4ew6_A,0.1471,0.054054054054054,1.0,0.9032258064516129,0,0,cross_pfam_same_hsf,PF13561,PF01408,A_3.40.50.720,A_3.40.50.720
6won_G,3oqb_H,0.1593,0.1068702290076335,0.967741935483871,1.0,0,0,cross_pfam_same_hsf,PF13561,PF01408,A_3.40.50.720,A_3.40.50.720
6won_G,3ezy_A,0.2966,0.0555555555555555,0.9354838709677419,0.9354838709677419,0,0,cross_pfam_same_hsf,PF13561,PF01408,A_3.40.50.720,A_3.40.50.720
6won_G,2p2s_B,0.2527,0.0636363636363636,0.9354838709677419,0.9032258064516129,0,0,cross_pfam_same_hsf,PF13561,PF01408,A_3.40.50.720,A_3.40.50.720
6won_G,3oa2_B,0.3295,0.0347826086956521,0.8709677419354839,0.8709677419354839,0,0,cross_pfam_same_hsf,PF13561,PF01408,A_3.40.50.720,A_3.40.50.720
6won_G,1gcu_A,0.184,0.0560747663551401,0.9354838709677419,0.9354838709677419,0,0,cross_pfam_same_hsf,PF13561,PF01408,A_3.40.50.720,A_3.40.50.720
6won_G,5a62_A,0.2048,0.1333333333333333,0.967741935483871,0.8064516129032258,0,0,cross_hsf_same_fold,PF13561,PF00561,A_3.40.50.720,B_3.40.50.1820
6won_G,4nvr_A,0.1512,0.0666666666666666,0.9354838709677419,0.7741935483870968,0,0,cross_hsf_same_fold,PF13561,PF00561,A_3.40.50.720,B_3.40.50.1820
6won_G,2xt0_A,0.2132,0.0709677419354838,0.967741935483871,0.9032258064516129,0,0,cross_hsf_same_fold,PF13561,PF00561,A_3.40.50.720,B_3.40.50.1820
6won_G,1u2e_A,0.1681,0.0426829268292682,1.0,0.8709677419354839,0,0,cross_hsf_same_fold,PF13561,PF00561,A_3.40.50.720,B_3.40.50.1820
6won_G,4y7d_A,0.1928,0.0595238095238095,0.9032258064516129,0.9032258064516129,0,0,cross_hsf_same_fold,PF13561,PF00561,A_3.40.50.720,B_3.40.50.1820
6won_G,4etw_A,0.2062,0.0709677419354838,0.9666666666666667,0.9,0,0,cross_hsf_same_fold,PF13561,PF00561,A_3.40.50.720,B_3.40.50.1820
6won_G,2pl5_A,0.1355,0.045,0.967741935483871,0.8387096774193549,0,0,cross_hsf_same_fold,PF13561,PF00561,A_3.40.50.720,B_3.40.50.1820
6won_G,3fob_C,0.1735,0.0787878787878787,0.9032258064516129,0.8387096774193549,0,0,cross_hsf_same_fold,PF13561,PF00561,A_3.40.50.720,B_3.40.50.1820
6won_G,4hs9_A,0.2774,0.0903614457831325,0.9354838709677419,0.8709677419354839,0,0,cross_hsf_same_fold,PF13561,PF00561,A_3.40.50.720,B_3.40.50.1820
6won_G,2r11_D,0.2154,0.0359712230215827,1.0,0.8387096774193549,0,0,cross_hsf_same_fold,PF13561,PF00561,A_3.40.50.720,B_3.40.50.1820
6won_G,3llc_A,0.1309,0.0896551724137931,0.8387096774193549,0.8709677419354839,0,0,cross_hsf_same_fold,PF13561,PF12697,A_3.40.50.720,B_3.40.50.1820
6won_G,7wwf_B,0.2477,0.0571428571428571,0.9354838709677419,0.7741935483870968,0,0,cross_hsf_same_fold,PF13561,PF12697,A_3.40.50.720,B_3.40.50.1820
6won_G,5frd_A,0.1961,0.036231884057971,0.9032258064516129,0.6774193548387096,0,0,cross_hsf_same_fold,PF13561,PF12697,A_3.40.50.720,B_3.40.50.1820
6won_G,2y6u_A,0.1639,0.0833333333333333,1.0,0.8387096774193549,0,0,cross_hsf_same_fold,PF13561,PF12697,A_3.40.50.720,B_3.40.50.1820
6won_G,4q34_A,0.137,0.054054054054054,0.967741935483871,0.9354838709677419,0,0,cross_hsf_same_fold,PF13561,PF12697,A_3.40.50.720,B_3.40.50.1820
6won_G,1imj_A,0.1241,0.0956521739130434,0.967741935483871,0.8387096774193549,0,0,cross_hsf_same_fold,PF13561,PF12697,A_3.40.50.720,B_3.40.50.1820
6won_G,4ccy_B,0.1874,0.0629370629370629,0.967741935483871,0.8387096774193549,0,0,cross_hsf_same_fold,PF13561,PF12697,A_3.40.50.720,B_3.40.50.1820
6won_G,6brt_B,0.192,0.037037037037037,1.0,0.8387096774193549,0,0,cross_hsf_same_fold,PF13561,PF12697,A_3.40.50.720,B_3.40.50.1820
6won_G,1y7i_B,0.1714,0.032051282051282,0.9047619047619048,0.8571428571428571,0,0,cross_hsf_same_fold,PF13561,PF12697,A_3.40.50.720,B_3.40.50.1820
6won_G,2yys_A,0.2583,0.0784313725490196,0.9354838709677419,0.8387096774193549,0,0,cross_hsf_same_fold,PF13561,PF12697,A_3.40.50.720,B_3.40.50.1820
6won_G,6kf1_D,0.1792,0.0571428571428571,0.9354838709677419,0.6451612903225806,0,0,cross_hsf_same_fold,PF13561,PF07859,A_3.40.50.720,B_3.40.50.1820
6won_G,4e15_B,0.2043,0.1240310077519379,0.8709677419354839,0.8709677419354839,0,0,cross_hsf_same_fold,PF13561,PF07859,A_3.40.50.720,B_3.40.50.1820
6won_G,3qh4_A,0.1404,0.1014492753623188,1.0,0.8064516129032258,0,0,cross_hsf_same_fold,PF13561,PF07859,A_3.40.50.720,B_3.40.50.1820
6won_G,1vkh_A,0.2986,0.0692307692307692,0.8387096774193549,0.7741935483870968,0,0,cross_hsf_same_fold,PF13561,PF07859,A_3.40.50.720,B_3.40.50.1820
6won_G,5mii_A,0.1751,0.0921985815602836,1.0,0.7419354838709677,0,0,cross_hsf_same_fold,PF13561,PF07859,A_3.40.50.720,B_3.40.50.1820
6won_G,4c88_C,0.2686,0.0675675675675675,0.9354838709677419,0.8064516129032258,0,0,cross_hsf_same_fold,PF13561,PF07859,A_3.40.50.720,B_3.40.50.1820
6won_G,1jji_B,0.239,0.1,0.9032258064516129,0.7096774193548387,0,0,cross_hsf_same_fold,PF13561,PF07859,A_3.40.50.720,B_3.40.50.1820
6won_G,4kry_E,0.197,0.0704225352112676,0.967741935483871,0.7096774193548387,0,0,cross_hsf_same_fold,PF13561,PF07859,A_3.40.50.720,B_3.40.50.1820
6won_G,2qru_A,0.1435,0.1153846153846153,0.9032258064516129,0.7419354838709677,0,0,cross_hsf_same_fold,PF13561,PF07859,A_3.40.50.720,B_3.40.50.1820
6won_G,2zsi_A,0.1219,0.0890410958904109,0.967741935483871,0.8064516129032258,0,0,cross_hsf_same_fold,PF13561,PF07859,A_3.40.50.720,B_3.40.50.1820
6won_G,1jjf_A,0.1103,0.0344827586206896,0.967741935483871,0.8387096774193549,0,0,cross_hsf_same_fold,PF13561,PF00756,A_3.40.50.720,B_3.40.50.1820
6won_G,1sfr_A,0.1397,0.0684931506849315,0.9354838709677419,0.7096774193548387,0,0,cross_hsf_same_fold,PF13561,PF00756,A_3.40.50.720,B_3.40.50.1820
6won_G,3gff_B,0.1574,0.0734463276836158,1.0,0.9032258064516129,0,0,cross_hsf_same_fold,PF13561,PF00756,A_3.40.50.720,B_3.40.50.1820
6won_G,2uz0_A,0.1712,0.0725806451612903,0.967741935483871,0.8064516129032258,0,0,cross_hsf_same_fold,PF13561,PF00756,A_3.40.50.720,B_3.40.50.1820
6won_G,4w9r_B,0.1281,0.048780487804878,0.967741935483871,0.9032258064516129,0,0,cross_hsf_same_fold,PF13561,PF00756,A_3.40.50.720,B_3.40.50.1820
6won_G,3mga_A,0.1032,0.0406976744186046,0.9032258064516129,0.8709677419354839,0,0,cross_hsf_same_fold,PF13561,PF00756,A_3.40.50.720,B_3.40.50.1820
6won_G,4h18_A,0.1413,0.0714285714285714,0.9354838709677419,0.6774193548387096,0,0,cross_hsf_same_fold,PF13561,PF00756,A_3.40.50.720,B_3.40.50.1820
6won_G,2qm0_B,0.1708,0.0287769784172661,0.9354838709677419,0.9032258064516129,0,0,cross_hsf_same_fold,PF13561,PF00756,A_3.40.50.720,B_3.40.50.1820
6won_G,1pv1_B,0.09963,0.0769230769230769,0.967741935483871,0.9032258064516129,0,0,cross_hsf_same_fold,PF13561,PF00756,A_3.40.50.720,B_3.40.50.1820
6won_G,3ew3_B,0.02774,,0.967741935483871,0.967741935483871,0,0,cross_fold,PF13561,PF00041,A_3.40.50.720,C_2.60.40.10
6won_G,3hhr_B,0.04533,,0.967741935483871,0.967741935483871,0,0,cross_fold,PF13561,PF00041,A_3.40.50.720,C_2.60.40.10
6won_G,2h41_A,0.06214,,0.9354838709677419,0.967741935483871,0,0,cross_fold,PF13561,PF00041,A_3.40.50.720,C_2.60.40.10
6won_G,1cfb_A,0.0451,,0.9032258064516129,0.967741935483871,0,0,cross_fold,PF13561,PF00041,A_3.40.50.720,C_2.60.40.10
6won_G,5e7l_A,0.02469,,0.9354838709677419,0.967741935483871,0,0,cross_fold,PF13561,PF00041,A_3.40.50.720,C_2.60.40.10
6won_G,4zxb_E,0.0897,0.0723981900452488,0.9354838709677419,0.8709677419354839,0,0,cross_fold,PF13561,PF00041,A_3.40.50.720,C_2.60.40.10
6won_G,5c3t_A,0.05466,,0.9032258064516129,0.9032258064516129,0,0,cross_fold,PF13561,PF07686,A_3.40.50.720,C_2.60.40.10
6won_G,5b21_B,0.06099,,0.8387096774193549,0.9032258064516129,0,0,cross_fold,PF13561,PF07686,A_3.40.50.720,C_2.60.40.10
6won_G,5eu6_D,0.05123,,0.9032258064516129,0.8709677419354839,0,0,cross_fold,PF13561,PF07686,A_3.40.50.720,C_2.60.40.10
6won_G,1oaq_L,0.07688,,0.967741935483871,0.9354838709677419,0,0,cross_fold,PF13561,PF07686,A_3.40.50.720,C_2.60.40.10
6won_G,3bj9_1,0.07744,,0.9354838709677419,0.8709677419354839,0,0,cross_fold,PF13561,PF07686,A_3.40.50.720,C_2.60.40.10
6won_G,2ibz_X,0.06247,,0.967741935483871,0.9032258064516129,0,0,cross_fold,PF13561,PF07686,A_3.40.50.720,C_2.60.40.10
6won_G,6ns1_A,0.04563,,0.9354838709677419,0.9354838709677419,0,0,cross_fold,PF13561,PF07686,A_3.40.50.720,C_2.60.40.10
6won_G,1dcl_B,0.04166,,0.967741935483871,0.8387096774193549,0,0,cross_fold,PF13561,PF07686,A_3.40.50.720,C_2.60.40.10
6won_G,1a14_L,0.05964,,0.967741935483871,0.967741935483871,0,0,cross_fold,PF13561,PF07686,A_3.40.50.720,C_2.60.40.10
6won_G,5c0c_J,0.0471,,0.967741935483871,0.8709677419354839,0,0,cross_fold,PF13561,PF07686,A_3.40.50.720,C_2.60.40.10
6won_G,1koa_A,0.0663,0.0584415584415584,0.9354838709677419,0.9032258064516129,0,0,cross_fold,PF13561,PF07679,A_3.40.50.720,C_2.60.40.10
6won_G,5jdj_B,0.08217,,1.0,0.967741935483871,0,0,cross_fold,PF13561,PF07679,A_3.40.50.720,C_2.60.40.10
6won_G,5eo9_B,0.03809,,0.9354838709677419,0.9354838709677419,0,0,cross_fold,PF13561,PF07679,A_3.40.50.720,C_2.60.40.10
6won_G,5k6w_A,0.03829,0.0575539568345323,1.0,1.0,0,0,cross_fold,PF13561,PF07679,A_3.40.50.720,C_2.60.40.10
6won_G,2j8o_B,0.03439,,0.967741935483871,0.8709677419354839,0,0,cross_fold,PF13561,PF07679,A_3.40.50.720,C_2.60.40.10
6won_G,4cbp_B,0.03907,,0.967741935483871,0.967741935483871,0,0,cross_fold,PF13561,PF07679,A_3.40.50.720,C_2.60.40.10
6won_G,3kvq_A,0.09403,,1.0,0.8709677419354839,0,0,cross_fold,PF13561,PF07679,A_3.40.50.720,C_2.60.40.10
6won_G,4u7m_A,0.03311,,0.9354838709677419,0.9032258064516129,0,0,cross_fold,PF13561,PF07679,A_3.40.50.720,C_2.60.40.10
2foi_A,2ag5_A,0.6444,0.1564245810055866,0.8709677419354839,0.6774193548387096,1,1,within_pfam,PF13561,PF13561,A_3.40.50.720,A_3.40.50.720
2foi_A,3ged_B,0.6288,0.160919540229885,0.8709677419354839,0.5806451612903226,1,1,within_pfam,PF13561,PF13561,A_3.40.50.720,A_3.40.50.720
2foi_A,3u4c_A,0.6635,0.1534391534391534,0.9354838709677419,0.7096774193548387,1,1,within_pfam,PF13561,PF13561,A_3.40.50.720,A_3.40.50.720
2foi_A,3oig_A,0.7736,0.3214285714285714,0.6774193548387096,0.3548387096774194,1,1,within_pfam,PF13561,PF13561,A_3.40.50.720,A_3.40.50.720
2foi_A,5ovk_A,0.6474,0.1403508771929824,0.9032258064516129,0.6451612903225806,1,1,within_pfam,PF13561,PF13561,A_3.40.50.720,A_3.40.50.720
2foi_A,1w6u_A,0.6921,0.1774193548387097,0.9354838709677419,0.5806451612903226,1,1,within_pfam,PF13561,PF13561,A_3.40.50.720,A_3.40.50.720
2foi_A,5k9z_B,0.6469,0.143646408839779,0.8709677419354839,0.6451612903225806,1,1,within_pfam,PF13561,PF13561,A_3.40.50.720,A_3.40.50.720
2foi_A,1vl8_B,0.7248,0.1666666666666666,0.8709677419354839,0.6129032258064516,1,1,within_pfam,PF13561,PF13561,A_3.40.50.720,A_3.40.50.720
2foi_A,1xg5_C,0.7046,0.1746031746031746,0.8709677419354839,0.4838709677419355,1,1,cross_pfam_same_hsf,PF13561,PF00106,A_3.40.50.720,A_3.40.50.720
2foi_A,4dry_C,0.6871,0.1559139784946236,0.8709677419354839,0.6451612903225806,1,1,cross_pfam_same_hsf,PF13561,PF00106,A_3.40.50.720,A_3.40.50.720
2foi_A,4fd3_D,0.5694,0.1813725490196078,0.9354838709677419,0.6774193548387096,1,1,cross_pfam_same_hsf,PF13561,PF00106,A_3.40.50.720,A_3.40.50.720
2foi_A,2rhc_B,0.6569,0.1542553191489361,0.9032258064516129,0.6129032258064516,1,1,cross_pfam_same_hsf,PF13561,PF00106,A_3.40.50.720,A_3.40.50.720
2foi_A,2yut_A,0.619,0.1257485029940119,0.9032258064516129,0.7419354838709677,1,1,cross_pfam_same_hsf,PF13561,PF00106,A_3.40.50.720,A_3.40.50.720
2foi_A,1fmc_B,0.704,0.2090395480225988,0.9032258064516129,0.6774193548387096,1,1,cross_pfam_same_hsf,PF13561,PF00106,A_3.40.50.720,A_3.40.50.720
2foi_A,1bdb_A,0.6495,0.1564245810055866,0.9032258064516129,0.6451612903225806,1,1,cross_pfam_same_hsf,PF13561,PF00106,A_3.40.50.720,A_3.40.50.720
2foi_A,3rd5_A,0.6058,0.1294117647058823,0.967741935483871,0.7419354838709677,1,1,cross_pfam_same_hsf,PF13561,PF00106,A_3.40.50.720,A_3.40.50.720
2foi_A,1mg5_B,0.5956,0.1358695652173913,0.9032258064516129,0.6129032258064516,1,1,cross_pfam_same_hsf,PF13561,PF00106,A_3.40.50.720,A_3.40.50.720
2foi_A,1sny_A,0.6603,0.1807909604519774,0.967741935483871,0.8387096774193549,0,0,cross_pfam_same_hsf,PF13561,PF00106,A_3.40.50.720,A_3.40.50.720
2foi_A,4qtz_A,0.4459,0.0802469135802469,0.8387096774193549,0.8064516129032258,0,1,cross_pfam_same_hsf,PF13561,PF01370,A_3.40.50.720,A_3.40.50.720
2foi_A,2z1m_A,0.4889,0.1132075471698113,0.967741935483871,0.9032258064516129,0,1,cross_pfam_same_hsf,PF13561,PF01370,A_3.40.50.720,A_3.40.50.720
2foi_A,5zec_A,0.5331,0.0988372093023255,0.9354838709677419,0.8709677419354839,0,1,cross_pfam_same_hsf,PF13561,PF01370,A_3.40.50.720,A_3.40.50.720
2foi_A,1fxs_A,0.4302,0.1342281879194631,1.0,0.8387096774193549,0,1,cross_pfam_same_hsf,PF13561,PF01370,A_3.40.50.720,A_3.40.50.720
2foi_A,3gpi_A,0.3964,0.1203007518796992,0.9354838709677419,0.7419354838709677,0,0,cross_pfam_same_hsf,PF13561,PF01370,A_3.40.50.720,A_3.40.50.720
2foi_A,3sxp_D,0.4667,0.0903225806451612,0.9354838709677419,0.8064516129032258,0,1,cross_pfam_same_hsf,PF13561,PF01370,A_3.40.50.720,A_3.40.50.720
2foi_A,6yj4_P,0.4252,0.0884353741496598,0.9032258064516129,0.6774193548387096,0,0,cross_pfam_same_hsf,PF13561,PF01370,A_3.40.50.720,A_3.40.50.720
2foi_A,2hrz_A,0.4964,0.1329113924050632,0.9032258064516129,0.9354838709677419,0,1,cross_pfam_same_hsf,PF13561,PF01370,A_3.40.50.720,A_3.40.50.720
2foi_A,2x4g_A,0.4433,0.088235294117647,0.967741935483871,0.8064516129032258,0,0,cross_pfam_same_hsf,PF13561,PF01370,A_3.40.50.720,A_3.40.50.720
2foi_A,4idg_B,0.4463,0.0789473684210526,1.0,0.8387096774193549,0,1,cross_pfam_same_hsf,PF13561,PF01370,A_3.40.50.720,A_3.40.50.720
2foi_A,3ip1_B,0.3858,0.0735294117647058,0.9032258064516129,0.8387096774193549,0,0,cross_pfam_same_hsf,PF13561,PF00107,A_3.40.50.720,A_3.40.50.720
2foi_A,4rvu_A,0.3517,0.0756302521008403,0.967741935483871,0.8064516129032258,0,0,cross_pfam_same_hsf,PF13561,PF00107,A_3.40.50.720,A_3.40.50.720
2foi_A,7cyi_D,0.3492,0.0357142857142857,1.0,0.8064516129032258,0,0,cross_pfam_same_hsf,PF13561,PF00107,A_3.40.50.720,A_3.40.50.720
2foi_A,4jbi_M,0.3349,0.0166666666666666,0.9354838709677419,0.8709677419354839,0,0,cross_pfam_same_hsf,PF13561,PF00107,A_3.40.50.720,A_3.40.50.720
2foi_A,3gaz_B,0.3206,0.059322033898305,0.967741935483871,0.8387096774193549,0,0,cross_pfam_same_hsf,PF13561,PF00107,A_3.40.50.720,A_3.40.50.720
2foi_A,1zsy_A,0.3501,0.0256410256410256,0.9354838709677419,0.7741935483870968,0,0,cross_pfam_same_hsf,PF13561,PF00107,A_3.40.50.720,A_3.40.50.720
2foi_A,4gi2_B,0.3851,0.02,0.9354838709677419,0.8709677419354839,0,0,cross_pfam_same_hsf,PF13561,PF00107,A_3.40.50.720,A_3.40.50.720
2foi_A,1q1n_A,0.3634,0.0079365079365079,0.9354838709677419,0.8709677419354839,0,0,cross_pfam_same_hsf,PF13561,PF00107,A_3.40.50.720,A_3.40.50.720
2foi_A,2zb8_A,0.2933,0.0504201680672268,1.0,0.8064516129032258,0,0,cross_pfam_same_hsf,PF13561,PF00107,A_3.40.50.720,A_3.40.50.720
