protein,mode,alpha,segment_metric,delta_from_baseline,n_active_heads,active_head_labels,mean_anchor_mass,mean_top1_mass,mean_top3_mass,mean_entropy_norm,sum_anchor_mass,sum_top3_mass
2B61A,v_only,2.0,1.0064115524291992,0.006411552429199219,3,"['L10H9', 'L11H16', 'L15H2']",0.6409731507301331,0.27480937043825787,0.5774345894654592,0.5214071851014322,1.9229194521903992,1.7323037683963776
2B61A,v_only,4.0,1.0141618251800537,0.014161825180053711,3,"['L10H9', 'L11H16', 'L15H2']",0.6374073723951975,0.2738715261220932,0.5744358996550242,0.5199495361850511,1.9122221171855927,1.7233076989650726
2B61A,v_only,8.0,1.0380933284759521,0.03809332847595215,3,"['L10H9', 'L11H16', 'L15H2']",0.5864289744446675,0.2664429148038228,0.5478515326976776,0.5523109504510598,1.7592869233340025,1.6435545980930328
2B61A,v_only,12.0,1.0576096773147583,0.0576096773147583,3,"['L10H9', 'L11H16', 'L15H2']",0.48303429937611025,0.24829944471518198,0.46829424798488617,0.6208454286613706,1.4491028981283307,1.4048827439546585
2B61A,ln_all,0.0,1.0,0.0,3,"['L10H9', 'L11H16', 'L15H2']",0.6358592323958874,0.274176965157191,0.5751013656457266,0.5295214499268669,1.9075776971876621,1.7253040969371796
2B61A,ln_all,0.5,1.0083608627319336,0.008360862731933594,3,"['L10H9', 'L11H16', 'L15H2']",0.4339820865231256,0.25808437168598175,0.4621862570444743,0.6434148713159774,1.3019462595693767,1.3865587711334229
2B61A,ln_all,1.0,1.0246483087539673,0.024648308753967285,3,"['L10H9', 'L11H16', 'L15H2']",0.253100546154504,0.22307069351275763,0.38025936484336853,0.7233406547099132,0.7593016384635121,1.1407780945301056
2B61A,ln_all,2.0,1.0477497577667236,0.04774975776672363,3,"['L10H9', 'L11H16', 'L15H2']",0.029595945476709556,0.13866936912139258,0.232950488726298,0.8304886310237759,0.08878783643012866,0.698851466178894
2B61A,ln_all,4.0,1.0437488555908203,0.04374885559082031,3,"['L10H9', 'L11H16', 'L15H2']",0.0002547588507013643,0.1352751279870669,0.23489082852999368,0.8359757960095481,0.0007642765521040928,0.7046724855899811
2B61A,ln_all,8.0,1.089669942855835,0.08966994285583496,3,"['L10H9', 'L11H16', 'L15H2']",7.12954721363244e-07,0.13321794321139654,0.2323000431060791,0.8358037092326399,2.138864164089732e-06,0.6969001293182373
2B61A,ln_all,12.0,0.40117958188056946,-0.5988204181194305,3,"['L10H9', 'L11H16', 'L15H2']",3.312016150750883e-07,0.06630961783230305,0.15485219409068426,0.8312764861122711,9.936048452252648e-07,0.46455658227205276
1PVGA,k_only,0.0,1.0,0.0,4,"['L10H9', 'L11H16', 'L13H18', 'L14H9']",0.6176429120823741,0.4923038110136986,0.6335192769765854,0.4703689823310154,2.4705716483294964,2.5340771079063416
1PVGA,k_only,0.5,1.0015983581542969,0.001598358154296875,4,"['L10H9', 'L11H16', 'L13H18', 'L14H9']",0.5658278241753578,0.45620710402727127,0.5967407748103142,0.5073774427125288,2.2633112967014313,2.3869630992412567
1PVGA,k_only,1.0,1.0039892196655273,0.003989219665527344,4,"['L10H9', 'L11H16', 'L13H18', 'L14H9']",0.511357122566551,0.4165255129337311,0.5586148351430893,0.5439618766975238,2.045428490266204,2.234459340572357
1PVGA,k_only,2.0,1.010155200958252,0.010155200958251953,4,"['L10H9', 'L11H16', 'L13H18', 'L14H9']",0.3986747181043029,0.3298146352171898,0.4823477268218994,0.6116986286432038,1.5946988724172115,1.9293909072875977
1PVGA,k_only,4.0,1.0183168649673462,0.01831686496734619,4,"['L10H9', 'L11H16', 'L13H18', 'L14H9']",0.1951605372596532,0.18489189259707928,0.3675836883485317,0.7015970985717059,0.7806421490386128,1.470334753394127
1PVGA,k_only,8.0,1.0160517692565918,0.016051769256591797,4,"['L10H9', 'L11H16', 'L13H18', 'L14H9']",0.02727221787790768,0.22357483627274632,0.3117357101291418,0.725647932735271,0.10908887151163071,1.2469428405165672
1PVGA,k_only,12.0,1.0137977600097656,0.013797760009765625,4,"['L10H9', 'L11H16', 'L13H18', 'L14H9']",0.00490768974123057,0.23409012285992503,0.3211676012724638,0.7193420049851769,0.01963075896492228,1.2846704050898552
1PVGA,v_only,0.0,1.0,0.0,4,"['L10H9', 'L11H16', 'L13H18', 'L14H9']",0.6176429120823741,0.4923038110136986,0.6335192769765854,0.4703689823310154,2.4705716483294964,2.5340771079063416
1PVGA,v_only,0.5,1.008521318435669,0.008521318435668945,4,"['L10H9', 'L11H16', 'L13H18', 'L14H9']",0.613344260957092,0.488666795194149,0.6296389698982239,0.47320347119500705,2.453377043828368,2.5185558795928955
1PVGA,v_only,1.0,1.0164211988449097,0.016421198844909668,4,"['L10H9', 'L11H16', 'L13H18', 'L14H9']",0.6085497904568911,0.4844716228544712,0.6253750547766685,0.4763804450239768,2.4341991618275642,2.501500219106674
1PVGA,v_only,2.0,1.0303499698638916,0.0303499698638916,4,"['L10H9', 'L11H16', 'L13H18', 'L14H9']",0.5977285066619515,0.47450869157910347,0.6159930527210236,0.4835201941503704,2.390914026647806,2.4639722108840942
1PVGA,v_only,4.0,1.0497466325759888,0.04974663257598877,4,"['L10H9', 'L11H16', 'L13H18', 'L14H9']",0.5731963128782809,0.4497821219265461,0.5999876111745834,0.4992729554974275,2.2927852515131235,2.3999504446983337
1PVGA,v_only,8.0,1.0439311265945435,0.04393112659454346,4,"['L10H9', 'L11H16', 'L13H18', 'L14H9']",0.5218376945704222,0.3917231559753418,0.5609146058559418,0.541592794179149,2.0873507782816887,2.243658423423767
1PVGA,v_only,12.0,1.0312658548355103,0.031265854835510254,4,"['L10H9', 'L11H16', 'L13H18', 'L14H9']",0.3974263942800462,0.30222029611468315,0.42678955756127834,0.617505827038217,1.589705577120185,1.7071582302451134
1PVGA,ln_all,0.0,1.0,0.0,4,"['L10H9', 'L11H16', 'L13H18', 'L14H9']",0.6176429120823741,0.4923038110136986,0.6335192769765854,0.4703689823310154,2.4705716483294964,2.5340771079063416
1PVGA,ln_all,0.5,1.023659348487854,0.023659348487854004,4,"['L10H9', 'L11H16', 'L13H18', 'L14H9']",0.31351017113775015,0.2552058547735214,0.436240304261446,0.6484174088450734,1.2540406845510006,1.744961217045784
1PVGA,ln_all,1.0,1.0119223594665527,0.011922359466552734,4,"['L10H9', 'L11H16', 'L13H18', 'L14H9']",0.09877042437437922,0.22529844753444195,0.331323578953743,0.7097783491861769,0.39508169749751687,1.325294315814972
1PVGA,ln_all,2.0,0.9681596159934998,-0.031840384006500244,4,"['L10H9', 'L11H16', 'L13H18', 'L14H9']",0.008852090475556906,0.2402888359501958,0.3267389331012964,0.7090257612020943,0.035408361902227625,1.3069557324051857
1PVGA,ln_all,4.0,0.8914672136306763,-0.10853278636932373,4,"['L10H9', 'L11H16', 'L13H18', 'L14H9']",0.0006677938807797545,0.24433320295065641,0.3319613113999367,0.7027832005634649,0.002671175523119018,1.3278452455997467
1PVGA,ln_all,8.0,0.8024218082427979,-0.19757819175720215,4,"['L10H9', 'L11H16', 'L13H18', 'L14H9']",0.0006850441574592844,0.2472317428328097,0.3322713952511549,0.7001237875602079,0.0027401766298371377,1.3290855810046196
1PVGA,ln_all,12.0,0.00894967932254076,-0.9910503206774592,4,"['L10H9', 'L11H16', 'L13H18', 'L14H9']",0.006245276303907566,0.17571124155074358,0.33458435721695423,0.6788666989261376,0.024981105215630264,1.338337428867817
