jump_found,jump_from_flank,jump_to_flank,jump_delta,max_jump_from_flank,max_jump_to_flank,max_jump_delta,metric_before_jump,metric_after_jump,metric_at_last_flank,last_flank_evaluated,first_flank_ge_0_5,first_flank_ge_0_7,protein,pair_index,contact_pair,sequence_length,segment_radius,max_flank,stop_threshold,extra_after_hit,batch_size
False,24,25,0.001214800402522087,24,25,0.001214800402522087,0.007378274574875832,0.008593074977397919,0.007037710398435593,60,,,2DG1A,0,"[31, 309]",333,5,60,0.5,2,4
True,14,15,0.8680038792081177,14,15,0.8680038792081177,0.0057500856928527355,0.8737539649009705,0.8663170337677002,19,15.0,15.0,2DPMA,0,"[59, 172]",284,5,60,0.5,2,4
False,32,33,0.10262072086334229,32,33,0.10262072086334229,0.011389300227165222,0.11401002109050751,0.040281083434820175,60,,,2E5FA,0,"[179, 298]",325,5,60,0.5,2,4
True,32,33,0.9764952925033867,32,33,0.9764952925033867,0.006346974056214094,0.9828422665596008,0.9843112230300903,35,33.0,33.0,2EK8A,0,"[59, 203]",421,5,60,0.5,2,4
False,35,36,0.2387346113100648,35,36,0.2387346113100648,0.007773212157189846,0.24650782346725464,0.9919061064720154,60,38.0,39.0,2FBQA,0,"[94, 201]",235,5,60,0.5,2,4
False,15,16,0.032930932473391294,15,16,0.032930932473391294,0.0075601753778755665,0.04049110785126686,0.01403059158474207,60,,,2FEAA,0,"[86, 211]",236,5,60,0.5,2,4
False,41,42,0.005318411625921726,41,42,0.005318411625921726,0.00686904601752758,0.012187457643449306,0.009867469780147076,60,,,2FNUA,0,"[18, 238]",375,5,60,0.5,2,4
True,12,13,0.9391113626770675,12,13,0.9391113626770675,0.006978620309382677,0.9460899829864502,0.9409659504890442,15,13.0,13.0,2FWMX,0,"[23, 222]",250,5,60,0.5,2,4
True,34,35,0.6149561190977693,34,35,0.6149561190977693,0.010171196423470974,0.6251273155212402,1.0029098987579346,39,35.0,36.0,2H8GA,0,"[98, 207]",267,5,60,0.5,2,4
False,24,25,0.1359268371015787,24,25,0.1359268371015787,0.014290174469351768,0.15021701157093048,0.1502169817686081,60,,,2HF2A,0,"[30, 260]",283,5,60,0.5,2,4
False,11,12,0.006586587056517601,11,12,0.006586587056517601,0.008966540917754173,0.015553127974271774,0.00809780415147543,60,,,2HF9A,0,"[41, 144]",226,5,60,0.5,2,4
True,30,31,0.8960622451268137,30,31,0.8960622451268137,0.007447967771440744,0.9035102128982544,0.8924535512924194,35,31.0,31.0,2HFSA,0,"[190, 293]",332,5,60,0.5,2,4
True,38,39,0.9267075946554542,38,39,0.9267075946554542,0.008965463377535343,0.9356730580329895,0.8827195167541504,43,39.0,39.0,2I0ZA,0,"[30, 178]",447,5,60,0.5,2,4
False,23,24,0.0045137591660022736,23,24,0.0045137591660022736,0.012282533571124077,0.01679629273712635,0.00713765574619174,60,,,2IHTA,0,"[18, 149]",573,5,60,0.5,2,4
False,20,21,0.31460183998569846,20,21,0.31460183998569846,0.005581168923527002,0.32018300890922546,1.124222755432129,60,26.0,30.0,2II1A,0,"[76, 205]",301,5,60,0.5,2,4
True,43,44,0.9515254534780979,43,44,0.9515254534780979,0.007124003022909164,0.9586494565010071,0.987292468547821,47,44.0,44.0,2JBVA,0,"[41, 225]",546,5,60,0.5,2,4
False,41,42,0.0017947414889931679,41,42,0.0017947414889931679,0.006620354019105434,0.008415095508098602,0.006331293378025293,60,,,2NXWA,0,"[212, 340]",565,5,60,0.5,2,4
False,58,59,0.17627176642417908,58,59,0.17627176642417908,0.4615851938724518,0.6378569602966309,0.6486946940422058,60,55.0,,2OLTA,0,"[96, 209]",227,5,60,0.5,2,4
False,22,23,0.14230714738368988,22,23,0.14230714738368988,0.14401425421237946,0.28632140159606934,0.03076862543821335,60,,,2OZEA,0,"[38, 159]",298,5,60,0.5,2,4
True,57,58,1.0181522136554122,57,58,1.0181522136554122,0.006517910398542881,1.024670124053955,1.0184204578399658,60,58.0,58.0,2PEFA,0,"[224, 353]",373,5,60,0.5,2,4
False,56,57,0.001670843455940485,56,57,0.001670843455940485,0.007470575626939535,0.00914141908288002,0.00914141908288002,60,,,2PFZA,0,"[21, 238]",301,5,60,0.5,2,4
False,24,25,0.3446488082408905,24,25,0.3446488082408905,0.27499350905418396,0.6196423172950745,0.9955092668533325,60,25.0,27.0,2PJZA,0,"[33, 179]",263,5,60,0.5,2,4
True,48,49,0.8431730200536549,48,49,0.8431730200536549,0.0077302525751292706,0.8509032726287842,0.8396634459495544,51,49.0,49.0,2PKEA,0,"[16, 131]",251,5,60,0.5,2,4
True,49,50,0.9498743144795299,49,50,0.9498743144795299,0.005860594101250172,0.95573490858078,0.9249808192253113,55,50.0,50.0,2POKA,0,"[228, 354]",481,5,60,0.5,2,4
False,21,22,0.3584713339805603,21,22,0.3584713339805603,0.502403736114502,0.8608750700950623,0.9324544072151184,60,21.0,22.0,2PZMA,0,"[35, 225]",330,5,60,0.5,2,4
False,14,15,0.002116700168699026,14,15,0.002116700168699026,0.0072660003788769245,0.00938270054757595,0.009154001250863075,60,,,2Q7SA,0,"[27, 169]",290,5,60,0.5,2,4
True,53,54,0.5009374720975757,53,54,0.5009374720975757,0.01300757098942995,0.5139450430870056,0.9009641408920288,59,54.0,56.0,2QJ8A,0,"[66, 221]",332,5,60,0.5,2,4
True,15,16,1.248667678795755,15,16,1.248667678795755,0.010512032546103,1.259179711341858,1.2120535373687744,19,16.0,16.0,2QM0A,0,"[50, 156]",275,5,60,0.5,2,4
False,52,53,0.13226363062858582,52,53,0.13226363062858582,0.17262142896652222,0.30488505959510803,0.2999187111854553,60,,,2QNIA,0,"[25, 159]",219,5,60,0.5,2,4
True,12,13,0.8328932439908385,12,13,0.8328932439908385,0.005588063038885593,0.8384813070297241,0.9218496084213257,15,13.0,13.0,2QQ5A,0,"[21, 232]",260,5,60,0.5,2,4
True,20,21,0.763299347832799,20,21,0.763299347832799,0.02352791838347912,0.7868272662162781,0.772275447845459,23,21.0,21.0,2QSXA,0,"[70, 189]",218,5,60,0.5,2,4
True,28,29,0.5409580133855343,28,29,0.5409580133855343,0.04156682267785072,0.582524836063385,0.5808717012405396,31,29.0,,2QY6A,0,"[63, 177]",257,5,60,0.5,2,4
True,18,19,0.8904211181215942,18,19,0.8904211181215942,0.006544504780322313,0.8969656229019165,0.8266658186912537,23,19.0,19.0,2R6JA,0,"[28, 196]",318,5,60,0.5,2,4
False,5,6,0.0012435666285455227,5,6,0.0012435666285455227,0.006038355641067028,0.007281922269612551,0.00602350989356637,60,,,2RKVA,0,"[232, 426]",451,5,60,0.5,2,4
True,37,38,0.796387329697609,37,38,0.796387329697609,0.1746833771467209,0.9710707068443298,1.0448929071426392,43,38.0,38.0,2UUQA,0,"[128, 372]",414,5,60,0.5,2,4
True,53,54,0.946066371165216,53,54,0.946066371165216,0.0060021961107850075,0.952068567276001,0.9652079939842224,59,54.0,54.0,2UYTA,0,"[254, 397]",489,5,60,0.5,2,4
False,32,33,0.003822773229330778,32,33,0.003822773229330778,0.007799956481903791,0.01162272971123457,0.008316711522638798,60,,,2V2FF,0,"[68, 331]",390,5,60,0.5,2,4
False,58,59,0.005600581876933575,58,59,0.005600581876933575,0.00755422655493021,0.013154808431863785,0.013427723199129105,60,,,2VK8A,0,"[201, 333]",563,5,60,0.5,2,4
False,42,43,0.3262893855571747,42,43,0.3262893855571747,0.23758354783058167,0.5638729333877563,0.7172085046768188,60,43.0,50.0,2W5QA,0,"[33, 191]",424,5,60,0.5,2,4
False,52,53,0.49547770619392395,52,53,0.49547770619392395,0.3862387239933014,0.8817164301872253,1.1391745805740356,60,53.0,53.0,2WIYA,0,"[108, 356]",394,5,60,0.5,2,4
False,28,29,0.0011434825137257576,28,29,0.0011434825137257576,0.006703875958919525,0.007847358472645283,0.0066508143208920956,60,,,2WVGA,0,"[198, 327]",568,5,60,0.5,2,4
True,15,16,0.6538170017302036,15,16,0.6538170017302036,0.008815404027700424,0.662632405757904,0.7790337800979614,19,16.0,18.0,2WZVA,0,"[75, 188]",235,5,60,0.5,2,4
False,39,40,0.20340795814990997,39,40,0.20340795814990997,0.12122960388660431,0.3246375620365143,0.11296000331640244,60,,,2X3LA,0,"[85, 235]",446,5,60,0.5,2,4
True,37,38,1.0639764699153602,37,38,1.0639764699153602,0.006565507967025042,1.0705419778823853,1.0743399858474731,43,38.0,38.0,2XD3A,0,"[145, 280]",416,5,60,0.5,2,4
False,31,32,0.39426636695861816,31,32,0.39426636695861816,0.3180692791938782,0.7123356461524963,1.0620466470718384,60,32.0,32.0,2YHWA,0,"[161, 288]",343,5,60,0.5,2,4
True,28,29,1.0737632950767875,28,29,1.0737632950767875,0.00664933118969202,1.0804126262664795,1.078613519668579,31,29.0,29.0,2YXZA,0,"[154, 262]",311,5,60,0.5,2,4
True,40,41,0.5338520328514278,40,41,0.5338520328514278,0.007621713448315859,0.5414737462997437,0.5415303111076355,43,41.0,,3AXBA,0,"[27, 246]",448,5,60,0.5,2,4
False,8,9,0.0036659855395555496,8,9,0.0036659855395555496,0.009325608611106873,0.012991594150662422,0.013861618004739285,60,,,3BF5A,0,"[24, 144]",306,5,60,0.5,2,4
False,21,22,0.017694346141070127,21,22,0.017694346141070127,0.00576285133138299,0.023457197472453117,0.009941388852894306,60,,,3BS6A,0,"[121, 250]",280,5,60,0.5,2,4
True,21,22,0.795322272926569,21,22,0.795322272926569,0.007136847823858261,0.8024591207504272,0.8428522944450378,27,22.0,22.0,3BWXA,0,"[125, 231]",285,5,60,0.5,2,4
False,48,49,0.23864227253943682,48,49,0.23864227253943682,0.012955429963767529,0.25159770250320435,0.011348075233399868,60,,,3C8MA,0,"[171, 294]",331,5,60,0.5,2,4
True,48,49,0.8013155530206859,48,49,0.8013155530206859,0.005276613403111696,0.8065921664237976,0.8211398124694824,51,49.0,49.0,3C96A,0,"[19, 330]",410,5,60,0.5,2,4
True,26,27,1.177345464937389,26,27,1.177345464937389,0.009475399740040302,1.1868208646774292,1.223803162574768,31,27.0,27.0,3C9UA,0,"[187, 301]",342,5,60,0.5,2,4
True,16,17,0.9276613919064403,16,17,0.9276613919064403,0.0062228115275502205,0.9338842034339905,0.880569577217102,19,17.0,17.0,3CJMA,0,"[53, 249]",282,5,60,0.5,2,4
True,52,53,1.056244664825499,52,53,1.056244664825499,0.0065500205382704735,1.0627946853637695,1.0499407052993774,55,53.0,53.0,3CKCA,0,"[224, 420]",527,5,60,0.5,2,4
True,48,49,0.8264803197234869,48,49,0.8264803197234869,0.007427344098687172,0.8339076638221741,0.8302230834960938,51,49.0,49.0,3CRVA,0,"[176, 319]",551,5,60,0.5,2,4
True,14,15,0.7290726397186518,14,15,0.7290726397186518,0.005712321028113365,0.7347849607467651,0.8537255525588989,19,15.0,15.0,3CSSA,0,"[41, 159]",267,5,60,0.5,2,4
False,55,56,0.05951273161917925,55,56,0.05951273161917925,0.013776938430964947,0.0732896700501442,0.07348144054412842,60,,,3CWVA,0,"[230, 336]",369,5,60,0.5,2,4
False,33,34,0.24422094598412514,33,34,0.24422094598412514,0.008918043226003647,0.2531389892101288,0.15047036111354828,60,,,3D3YA,0,"[28, 203]",425,5,60,0.5,2,4
True,22,23,1.1819661241024733,22,23,1.1819661241024733,0.008521737530827522,1.1904878616333008,1.075394868850708,27,23.0,23.0,3DGTA,0,"[122, 240]",280,5,60,0.5,2,4
True,31,32,0.8535912111401558,31,32,0.8535912111401558,0.007955603301525116,0.8615468144416809,0.8884504437446594,35,32.0,32.0,3DJEA,0,"[34, 178]",438,5,60,0.5,2,4
False,26,27,0.0026345383375883102,26,27,0.0026345383375883102,0.00843095313757658,0.01106549147516489,0.007685236167162657,60,,,3DSKA,0,"[350, 455]",495,5,60,0.5,2,4
True,24,25,0.8711701463907957,24,25,0.8711701463907957,0.005088226869702339,0.876258373260498,0.8865117430686951,27,25.0,25.0,3E48A,0,"[16, 179]",289,5,60,0.5,2,4
False,56,57,0.3907661736011505,56,57,0.3907661736011505,0.2756079137325287,0.6663740873336792,0.6677912473678589,60,57.0,58.0,3EAFA,0,"[252, 354]",391,5,60,0.5,2,4
False,57,58,0.034900407306849957,57,58,0.034900407306849957,0.012712211348116398,0.047612618654966354,0.04911132529377937,60,,,3FD3A,0,"[66, 177]",208,5,60,0.5,2,4
False,31,32,0.039144109934568405,31,32,0.039144109934568405,0.016818765550851822,0.05596287548542023,0.08932863920927048,60,,,3FDUA,0,"[91, 226]",266,5,60,0.5,2,4
False,24,25,0.0028706230223178864,24,25,0.0028706230223178864,0.0063680848106741905,0.009238707832992077,0.008066038601100445,60,,,3FFRA,0,"[47, 253]",362,5,60,0.5,2,4
False,26,27,0.475376695394516,26,27,0.475376695394516,0.02144402265548706,0.49682071805000305,0.7430000901222229,60,32.0,45.0,3FWYA,0,"[51, 167]",314,5,60,0.5,2,4
True,33,34,0.9405821301043034,33,34,0.9405821301043034,0.01426699385046959,0.954849123954773,1.0042537450790405,39,34.0,34.0,3FXQA,0,"[159, 271]",305,5,60,0.5,2,4
False,16,17,0.0033202962949872017,16,17,0.0033202962949872017,0.005610217340290546,0.008930513635277748,0.006974194198846817,60,,,3G68A,0,"[193, 321]",352,5,60,0.5,2,4
True,39,40,0.650535836815834,39,40,0.650535836815834,0.22625528275966644,0.8767911195755005,0.9597678184509277,43,40.0,40.0,3GO6A,0,"[22, 147]",310,5,60,0.5,2,4
False,12,13,0.002727989573031664,12,13,0.002727989573031664,0.0054434058256447315,0.008171395398676395,0.014402646571397781,60,,,3GUYA,0,"[17, 201]",230,5,60,0.5,2,4
True,32,33,0.8122601117938757,32,33,0.8122601117938757,0.03028581477701664,0.8425459265708923,0.9617177248001099,35,33.0,33.0,3GYBA,0,"[26, 238]",280,5,60,0.5,2,4
True,37,38,0.7336326837539673,37,38,0.7336326837539673,0.15315234661102295,0.8867850303649902,0.8288587331771851,43,38.0,38.0,3H14A,0,"[52, 269]",391,5,60,0.5,2,4
False,40,41,0.22826627641916275,40,41,0.22826627641916275,0.10649871081113815,0.3347649872303009,0.040087416768074036,60,,,3H7IA,0,"[16, 150]",305,5,60,0.5,2,4
True,48,49,0.9464361197315156,48,49,0.9464361197315156,0.005449103657156229,0.9518852233886719,0.9515480399131775,51,49.0,49.0,3HDXA,0,"[218, 369]",478,5,60,0.5,2,4
False,22,23,0.3056960701942444,22,23,0.3056960701942444,0.19692730903625488,0.5026233792304993,0.9076341986656189,60,23.0,24.0,3HO7A,0,"[76, 189]",232,5,60,0.5,2,4
True,54,55,1.0480542187578976,54,55,1.0480542187578976,0.006885170470923185,1.0549393892288208,1.0640342235565186,59,55.0,55.0,3HZ6A,0,"[260, 406]",511,5,60,0.5,2,4
False,29,30,0.003973367158323526,29,30,0.003973367158323526,0.005112932529300451,0.009086299687623978,0.00935642421245575,60,,,3I1AA,0,"[122, 261]",339,5,60,0.5,2,4
True,53,54,1.039677650667727,53,54,1.039677650667727,0.006544201634824276,1.0462218523025513,1.0013911724090576,59,54.0,54.0,3I4GA,0,"[220, 393]",528,5,60,0.5,2,4
True,57,58,0.9938365910202265,57,58,0.9938365910202265,0.006233980879187584,1.000070571899414,0.9964191913604736,60,58.0,58.0,3IHVA,0,"[224, 404]",535,5,60,0.5,2,4
False,23,24,0.0018450608476996422,23,24,0.0018450608476996422,0.007474532350897789,0.009319593198597431,0.0074912505224347115,60,,,3IIIA,0,"[394, 510]",560,5,60,0.5,2,4
True,8,9,0.9283266607671976,8,9,0.9283266607671976,0.01482284627854824,0.9431495070457458,0.9578245878219604,11,9.0,9.0,3IRVA,0,"[25, 143]",233,5,60,0.5,2,4
False,13,14,0.007815882563591003,13,14,0.007815882563591003,0.00715543981641531,0.014971322380006313,0.014323140494525433,60,,,3IS6A,0,"[18, 220]",244,5,60,0.5,2,4
False,55,56,0.23443202674388885,55,56,0.23443202674388885,0.06899146735668182,0.3034234941005707,0.43692436814308167,60,,,3ISAA,0,"[85, 222]",254,5,60,0.5,2,4
False,12,13,0.0006813178770244122,12,13,0.0006813178770244122,0.0063171666115522385,0.006998484488576651,0.00705200107768178,60,,,3ISRA,0,"[16, 268]",293,5,60,0.5,2,4
False,57,58,0.007747489959001541,57,58,0.007747489959001541,0.008492980152368546,0.016240470111370087,0.009088633581995964,60,,,3JQ0A,0,"[211, 370]",493,5,60,0.5,2,4
True,49,50,0.9318629903718829,49,50,0.9318629903718829,0.006262798793613911,0.9381257891654968,0.9423187971115112,55,50.0,50.0,3JQ1A,0,"[201, 366]",481,5,60,0.5,2,4
True,49,50,0.9475176930427551,49,50,0.9475176930427551,0.06529837846755981,1.012816071510315,1.0091599225997925,55,50.0,50.0,3JS8A,0,"[102, 210]",540,5,60,0.5,2,4
True,51,52,0.6519536375999451,51,52,0.6519536375999451,0.2897763252258301,0.9417299628257751,0.9452620148658752,55,52.0,52.0,3JTXA,0,"[49, 285]",396,5,60,0.5,2,4
False,27,28,0.006557130720466375,27,28,0.006557130720466375,0.007156036328524351,0.013713167048990726,0.0076116640120744705,60,,,3K0BA,0,"[57, 250]",393,5,60,0.5,2,4
False,0,1,0.0030359532684087753,0,1,0.0030359532684087753,0.009833026677370071,0.012868979945778847,0.009003040380775928,60,,,3KF3A,0,"[355, 487]",509,5,60,0.5,2,4
False,22,23,0.15875324606895447,22,23,0.15875324606895447,0.45048996806144714,0.6092432141304016,1.0441551208496094,60,23.0,25.0,3L39A,0,"[106, 208]",227,5,60,0.5,2,4
True,52,53,1.0061257081106305,52,53,1.0061257081106305,0.005810241214931011,1.0119359493255615,1.0138684511184692,55,53.0,53.0,3LEWA,0,"[225, 352]",495,5,60,0.5,2,4
True,36,37,0.66251683793962,36,37,0.66251683793962,0.025164062157273293,0.6876809000968933,0.46548476815223694,39,37.0,,3LHQA,0,"[96, 198]",220,5,60,0.5,2,4
True,53,54,0.8812296804971993,53,54,0.8812296804971993,0.00597842363640666,0.887208104133606,0.8927850723266602,59,54.0,54.0,3LL3A,0,"[256, 397]",504,5,60,0.5,2,4
False,57,58,0.0012995381839573383,57,58,0.0012995381839573383,0.00771332299336791,0.009012861177325249,0.008994321338832378,60,,,3LOGA,0,"[18, 150]",451,5,60,0.5,2,4
False,57,58,0.005627787671983242,57,58,0.005627787671983242,0.0069707101210951805,0.012598497793078423,0.013746647164225578,60,,,3LY1A,0,"[37, 250]",354,5,60,0.5,2,4
False,22,23,0.0241245967335999,22,23,0.0241245967335999,0.007720004301518202,0.0318446010351181,0.0337875559926033,60,,,3M6NA,0,"[124, 270]",305,5,60,0.5,2,4
