i,j,tm,seqid,anchor_col_dist,category,pfam_i,pfam_j,hsf_i,hsf_j,set_i,set_j
6won_G,1zsy_A,0.2821,0.06875,94,cross_pfam_same_hsf,PF13561,PF00107,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
6won_G,1q1n_A,0.2568,0.06790123456790123,340,cross_pfam_same_hsf,PF13561,PF00107,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
6won_G,2zb8_A,0.2654,0.08227848101265822,94,cross_pfam_same_hsf,PF13561,PF00107,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
6won_G,4eye_A,0.2701,0.07792207792207792,94,cross_pfam_same_hsf,PF13561,PF00107,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
6won_G,2j8z_A,0.2615,0.0375,94,cross_pfam_same_hsf,PF13561,PF08240,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
6won_G,1yb5_A,0.263,0.07006369426751592,94,cross_pfam_same_hsf,PF13561,PF08240,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
6won_G,1ps0_A,0.2396,0.06790123456790123,340,cross_pfam_same_hsf,PF13561,PF08240,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
6won_G,3euw_D,0.2348,0.07476635514018691,69,cross_pfam_same_hsf,PF13561,PF01408,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
6won_G,3wbf_B,0.2594,0.07339449541284404,69,cross_pfam_same_hsf,PF13561,PF01408,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
6won_G,3oa2_B,0.3295,0.034782608695652174,69,cross_pfam_same_hsf,PF13561,PF01408,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
6won_G,1gcu_A,0.184,0.056074766355140186,69,cross_pfam_same_hsf,PF13561,PF01408,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
6won_G,5a62_A,0.2048,0.13333333333333333,305,cross_hsf_same_fold,PF13561,PF00561,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
6won_G,4nvr_A,0.1512,0.06666666666666667,303,cross_hsf_same_fold,PF13561,PF00561,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
6won_G,2xt0_A,0.2132,0.07096774193548387,303,cross_hsf_same_fold,PF13561,PF00561,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
6won_G,1u2e_A,0.1681,0.042682926829268296,306,cross_hsf_same_fold,PF13561,PF00561,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
6won_G,4y7d_A,0.1928,0.05952380952380952,305,cross_hsf_same_fold,PF13561,PF00561,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
6won_G,4etw_A,0.2062,0.07096774193548387,306,cross_hsf_same_fold,PF13561,PF00561,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
6won_G,3fob_C,0.1735,0.07878787878787878,306,cross_hsf_same_fold,PF13561,PF00561,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
6won_G,4hs9_A,0.2774,0.09036144578313253,87,cross_hsf_same_fold,PF13561,PF00561,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
6won_G,2r11_D,0.2154,0.03597122302158273,305,cross_hsf_same_fold,PF13561,PF00561,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
6won_G,7wwf_B,0.2477,0.05714285714285714,216,cross_hsf_same_fold,PF13561,PF12697,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
6won_G,2y6u_A,0.1639,0.08333333333333333,303,cross_hsf_same_fold,PF13561,PF12697,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
6won_G,4q34_A,0.137,0.05405405405405406,303,cross_hsf_same_fold,PF13561,PF12697,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
6won_G,1imj_A,0.1241,0.09565217391304348,90,cross_hsf_same_fold,PF13561,PF12697,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
6won_G,4ccy_B,0.1874,0.06293706293706294,305,cross_hsf_same_fold,PF13561,PF12697,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
6won_G,6brt_B,0.192,0.037037037037037035,306,cross_hsf_same_fold,PF13561,PF12697,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
6won_G,1y7i_B,0.1714,0.03205128205128205,305,cross_hsf_same_fold,PF13561,PF12697,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
6won_G,2yys_A,0.2583,0.0784313725490196,305,cross_hsf_same_fold,PF13561,PF12697,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
6won_G,6kf1_D,0.1792,0.05714285714285714,216,cross_hsf_same_fold,PF13561,PF07859,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
6won_G,3qh4_A,0.1404,0.10144927536231885,216,cross_hsf_same_fold,PF13561,PF07859,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
6won_G,5mii_A,0.1751,0.09219858156028368,216,cross_hsf_same_fold,PF13561,PF07859,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
6won_G,4c88_C,0.2686,0.06756756756756757,216,cross_hsf_same_fold,PF13561,PF07859,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
6won_G,1jji_B,0.239,0.1,216,cross_hsf_same_fold,PF13561,PF07859,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
6won_G,4kry_E,0.197,0.07042253521126761,216,cross_hsf_same_fold,PF13561,PF07859,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
6won_G,2zsi_A,0.1219,0.08904109589041095,216,cross_hsf_same_fold,PF13561,PF07859,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
6won_G,1jjf_A,0.1103,0.034482758620689655,90,cross_hsf_same_fold,PF13561,PF00756,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
6won_G,1sfr_A,0.1397,0.0684931506849315,216,cross_hsf_same_fold,PF13561,PF00756,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
6won_G,3gff_B,0.1574,0.07344632768361582,304,cross_hsf_same_fold,PF13561,PF00756,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
6won_G,2uz0_A,0.1712,0.07258064516129033,216,cross_hsf_same_fold,PF13561,PF00756,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
6won_G,4w9r_B,0.1281,0.04878048780487805,304,cross_hsf_same_fold,PF13561,PF00756,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
6won_G,4h18_A,0.1413,0.07142857142857142,216,cross_hsf_same_fold,PF13561,PF00756,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
6won_G,2qm0_B,0.1708,0.02877697841726619,303,cross_hsf_same_fold,PF13561,PF00756,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
6won_G,1pv1_B,0.09963,0.07692307692307693,303,cross_hsf_same_fold,PF13561,PF00756,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
6won_G,3ew3_B,0.02774,,537,cross_fold,PF13561,PF00041,3.40.50.720,2.60.40.10,A_3.40.50.720,C_2.60.40.10
6won_G,3hhr_B,0.04533,,705,cross_fold,PF13561,PF00041,3.40.50.720,2.60.40.10,A_3.40.50.720,C_2.60.40.10
6won_G,2h41_A,0.06214,,619,cross_fold,PF13561,PF00041,3.40.50.720,2.60.40.10,A_3.40.50.720,C_2.60.40.10
6won_G,5c3t_A,0.05466,,535,cross_fold,PF13561,PF07686,3.40.50.720,2.60.40.10,A_3.40.50.720,C_2.60.40.10
6won_G,5b21_B,0.06099,,535,cross_fold,PF13561,PF07686,3.40.50.720,2.60.40.10,A_3.40.50.720,C_2.60.40.10
6won_G,1oaq_L,0.07688,,535,cross_fold,PF13561,PF07686,3.40.50.720,2.60.40.10,A_3.40.50.720,C_2.60.40.10
6won_G,3bj9_1,0.07744,,535,cross_fold,PF13561,PF07686,3.40.50.720,2.60.40.10,A_3.40.50.720,C_2.60.40.10
6won_G,2ibz_X,0.06247,,535,cross_fold,PF13561,PF07686,3.40.50.720,2.60.40.10,A_3.40.50.720,C_2.60.40.10
6won_G,1a14_L,0.05964,,535,cross_fold,PF13561,PF07686,3.40.50.720,2.60.40.10,A_3.40.50.720,C_2.60.40.10
6won_G,5c0c_J,0.0471,,618,cross_fold,PF13561,PF07686,3.40.50.720,2.60.40.10,A_3.40.50.720,C_2.60.40.10
2foi_A,3ged_B,0.6288,0.16091954022988506,0,within_pfam,PF13561,PF13561,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
2foi_A,3oig_A,0.7736,0.32142857142857145,0,within_pfam,PF13561,PF13561,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
2foi_A,1xg5_C,0.7046,0.1746031746031746,0,cross_pfam_same_hsf,PF13561,PF00106,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
2foi_A,4dry_C,0.6871,0.15591397849462366,0,cross_pfam_same_hsf,PF13561,PF00106,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
2foi_A,4fd3_D,0.5694,0.18137254901960784,0,cross_pfam_same_hsf,PF13561,PF00106,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
2foi_A,2rhc_B,0.6569,0.15425531914893617,0,cross_pfam_same_hsf,PF13561,PF00106,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
2foi_A,2yut_A,0.619,0.12574850299401197,0,cross_pfam_same_hsf,PF13561,PF00106,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
2foi_A,1bdb_A,0.6495,0.1564245810055866,0,cross_pfam_same_hsf,PF13561,PF00106,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
2foi_A,1mg5_B,0.5956,0.1358695652173913,0,cross_pfam_same_hsf,PF13561,PF00106,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
2foi_A,4qtz_A,0.4459,0.08024691358024691,1,cross_pfam_same_hsf,PF13561,PF01370,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
2foi_A,3gpi_A,0.3964,0.12030075187969924,95,cross_pfam_same_hsf,PF13561,PF01370,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
2foi_A,3ip1_B,0.3858,0.07352941176470588,94,cross_pfam_same_hsf,PF13561,PF00107,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
2foi_A,4rvu_A,0.3517,0.07563025210084033,94,cross_pfam_same_hsf,PF13561,PF00107,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
2foi_A,3gaz_B,0.3206,0.059322033898305086,94,cross_pfam_same_hsf,PF13561,PF00107,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
2foi_A,1zsy_A,0.3501,0.02564102564102564,94,cross_pfam_same_hsf,PF13561,PF00107,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
2foi_A,1q1n_A,0.3634,0.007936507936507936,340,cross_pfam_same_hsf,PF13561,PF00107,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
2foi_A,2zb8_A,0.2933,0.05042016806722689,94,cross_pfam_same_hsf,PF13561,PF00107,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
2foi_A,4eye_A,0.3003,0.08035714285714286,94,cross_pfam_same_hsf,PF13561,PF00107,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
2foi_A,2j8z_A,0.3728,0.05217391304347826,94,cross_pfam_same_hsf,PF13561,PF08240,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
2foi_A,1yb5_A,0.3433,0.07692307692307693,94,cross_pfam_same_hsf,PF13561,PF08240,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
2foi_A,1ps0_A,0.346,0.007936507936507936,340,cross_pfam_same_hsf,PF13561,PF08240,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
2foi_A,3euw_D,0.1968,0.0547945205479452,69,cross_pfam_same_hsf,PF13561,PF01408,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
2foi_A,3wbf_B,0.1093,0.1232876712328767,69,cross_pfam_same_hsf,PF13561,PF01408,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
2foi_A,3oa2_B,0.3414,0.0641025641025641,69,cross_pfam_same_hsf,PF13561,PF01408,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
2foi_A,1gcu_A,0.3037,0.03896103896103896,69,cross_pfam_same_hsf,PF13561,PF01408,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
2foi_A,5a62_A,0.1678,0.125,305,cross_hsf_same_fold,PF13561,PF00561,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
2foi_A,4nvr_A,0.1517,0.056910569105691054,303,cross_hsf_same_fold,PF13561,PF00561,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
2foi_A,2xt0_A,0.1249,0.06557377049180328,303,cross_hsf_same_fold,PF13561,PF00561,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
2foi_A,1u2e_A,0.1644,0.0625,306,cross_hsf_same_fold,PF13561,PF00561,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
2foi_A,4y7d_A,0.1628,0.048,305,cross_hsf_same_fold,PF13561,PF00561,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
2foi_A,4etw_A,0.169,0.0423728813559322,306,cross_hsf_same_fold,PF13561,PF00561,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
2foi_A,3fob_C,0.1403,0.08661417322834646,306,cross_hsf_same_fold,PF13561,PF00561,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
2foi_A,4hs9_A,0.2395,0.04132231404958678,87,cross_hsf_same_fold,PF13561,PF00561,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
2foi_A,2r11_D,0.08507,0.08333333333333333,305,cross_hsf_same_fold,PF13561,PF00561,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
2foi_A,7wwf_B,0.2695,0.07857142857142857,216,cross_hsf_same_fold,PF13561,PF12697,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
2foi_A,2y6u_A,0.1529,0.08450704225352113,303,cross_hsf_same_fold,PF13561,PF12697,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
2foi_A,4q34_A,0.2256,0.11811023622047244,303,cross_hsf_same_fold,PF13561,PF12697,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
2foi_A,1imj_A,0.1028,0.16494845360824742,90,cross_hsf_same_fold,PF13561,PF12697,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
2foi_A,4ccy_B,0.2147,0.06306306306306306,305,cross_hsf_same_fold,PF13561,PF12697,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
2foi_A,6brt_B,0.1791,0.09302325581395349,306,cross_hsf_same_fold,PF13561,PF12697,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
2foi_A,1y7i_B,0.2346,0.07377049180327869,305,cross_hsf_same_fold,PF13561,PF12697,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
2foi_A,2yys_A,0.1793,0.06086956521739131,305,cross_hsf_same_fold,PF13561,PF12697,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
2foi_A,6kf1_D,0.1758,0.12149532710280374,216,cross_hsf_same_fold,PF13561,PF07859,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
2foi_A,3qh4_A,0.1828,0.12037037037037036,216,cross_hsf_same_fold,PF13561,PF07859,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
2foi_A,5mii_A,0.2238,0.08411214953271028,216,cross_hsf_same_fold,PF13561,PF07859,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
2foi_A,4c88_C,0.1626,0.08695652173913043,216,cross_hsf_same_fold,PF13561,PF07859,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
2foi_A,1jji_B,0.2809,0.09174311926605505,216,cross_hsf_same_fold,PF13561,PF07859,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
2foi_A,4kry_E,0.2432,0.08108108108108109,216,cross_hsf_same_fold,PF13561,PF07859,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
2foi_A,2zsi_A,0.2592,0.11009174311926606,216,cross_hsf_same_fold,PF13561,PF07859,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
2foi_A,1jjf_A,0.1087,0.04918032786885246,90,cross_hsf_same_fold,PF13561,PF00756,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
2foi_A,1sfr_A,0.2257,0.09482758620689655,216,cross_hsf_same_fold,PF13561,PF00756,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
2foi_A,3gff_B,0.2157,0.12666666666666668,304,cross_hsf_same_fold,PF13561,PF00756,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
2foi_A,2uz0_A,0.2139,0.10416666666666667,216,cross_hsf_same_fold,PF13561,PF00756,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
2foi_A,4w9r_B,0.3049,0.08461538461538462,304,cross_hsf_same_fold,PF13561,PF00756,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
2foi_A,4h18_A,0.3405,0.11607142857142858,216,cross_hsf_same_fold,PF13561,PF00756,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
2foi_A,2qm0_B,0.2384,0.061224489795918366,303,cross_hsf_same_fold,PF13561,PF00756,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
2foi_A,1pv1_B,0.1944,0.07142857142857142,303,cross_hsf_same_fold,PF13561,PF00756,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
2foi_A,3ew3_B,0.01931,,537,cross_fold,PF13561,PF00041,3.40.50.720,2.60.40.10,A_3.40.50.720,C_2.60.40.10
2foi_A,3hhr_B,0.0244,,705,cross_fold,PF13561,PF00041,3.40.50.720,2.60.40.10,A_3.40.50.720,C_2.60.40.10
2foi_A,2h41_A,0.0676,,619,cross_fold,PF13561,PF00041,3.40.50.720,2.60.40.10,A_3.40.50.720,C_2.60.40.10
2foi_A,5c3t_A,0.06614,,535,cross_fold,PF13561,PF07686,3.40.50.720,2.60.40.10,A_3.40.50.720,C_2.60.40.10
2foi_A,5b21_B,0.06065,,535,cross_fold,PF13561,PF07686,3.40.50.720,2.60.40.10,A_3.40.50.720,C_2.60.40.10
2foi_A,1oaq_L,0.06115,,535,cross_fold,PF13561,PF07686,3.40.50.720,2.60.40.10,A_3.40.50.720,C_2.60.40.10
2foi_A,3bj9_1,0.06904,,535,cross_fold,PF13561,PF07686,3.40.50.720,2.60.40.10,A_3.40.50.720,C_2.60.40.10
2foi_A,2ibz_X,0.05148,,535,cross_fold,PF13561,PF07686,3.40.50.720,2.60.40.10,A_3.40.50.720,C_2.60.40.10
2foi_A,1a14_L,0.05829,,535,cross_fold,PF13561,PF07686,3.40.50.720,2.60.40.10,A_3.40.50.720,C_2.60.40.10
2foi_A,5c0c_J,0.0342,,618,cross_fold,PF13561,PF07686,3.40.50.720,2.60.40.10,A_3.40.50.720,C_2.60.40.10
3ged_B,3oig_A,0.8269,0.18518518518518517,0,within_pfam,PF13561,PF13561,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
3ged_B,1xg5_C,0.7639,0.21052631578947367,0,cross_pfam_same_hsf,PF13561,PF00106,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
3ged_B,4dry_C,0.7586,0.21052631578947367,0,cross_pfam_same_hsf,PF13561,PF00106,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
3ged_B,4fd3_D,0.6802,0.21428571428571427,0,cross_pfam_same_hsf,PF13561,PF00106,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
3ged_B,2rhc_B,0.8509,0.25,0,cross_pfam_same_hsf,PF13561,PF00106,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
3ged_B,2yut_A,0.7421,0.20454545454545456,0,cross_pfam_same_hsf,PF13561,PF00106,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
3ged_B,1bdb_A,0.8417,0.23949579831932774,0,cross_pfam_same_hsf,PF13561,PF00106,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
3ged_B,1mg5_B,0.672,0.182648401826484,0,cross_pfam_same_hsf,PF13561,PF00106,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
3ged_B,4qtz_A,0.604,0.13020833333333334,1,cross_pfam_same_hsf,PF13561,PF01370,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
3ged_B,3gpi_A,0.5107,0.12571428571428572,95,cross_pfam_same_hsf,PF13561,PF01370,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
3ged_B,3ip1_B,0.2688,0.062111801242236024,94,cross_pfam_same_hsf,PF13561,PF00107,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
3ged_B,4rvu_A,0.3152,0.032467532467532464,94,cross_pfam_same_hsf,PF13561,PF00107,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
3ged_B,3gaz_B,0.2944,0.06451612903225806,94,cross_pfam_same_hsf,PF13561,PF00107,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
3ged_B,1zsy_A,0.3408,0.02564102564102564,94,cross_pfam_same_hsf,PF13561,PF00107,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
3ged_B,1q1n_A,0.2449,0.024539877300613498,340,cross_pfam_same_hsf,PF13561,PF00107,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
3ged_B,2zb8_A,0.2649,0.059602649006622516,94,cross_pfam_same_hsf,PF13561,PF00107,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
3ged_B,4eye_A,0.2616,0.026143790849673203,94,cross_pfam_same_hsf,PF13561,PF00107,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
3ged_B,2j8z_A,0.2642,0.04516129032258064,94,cross_pfam_same_hsf,PF13561,PF08240,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
3ged_B,1yb5_A,0.2937,0.046357615894039736,94,cross_pfam_same_hsf,PF13561,PF08240,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
3ged_B,1ps0_A,0.2792,0.024539877300613498,340,cross_pfam_same_hsf,PF13561,PF08240,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
3ged_B,3euw_D,0.2786,0.046296296296296294,69,cross_pfam_same_hsf,PF13561,PF01408,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
3ged_B,3wbf_B,0.2055,0.047619047619047616,69,cross_pfam_same_hsf,PF13561,PF01408,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
3ged_B,3oa2_B,0.2783,0.06956521739130435,69,cross_pfam_same_hsf,PF13561,PF01408,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
3ged_B,1gcu_A,0.2239,0.06542056074766354,69,cross_pfam_same_hsf,PF13561,PF01408,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
3ged_B,5a62_A,0.2769,0.11724137931034483,305,cross_hsf_same_fold,PF13561,PF00561,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
3ged_B,4nvr_A,0.1434,0.057692307692307696,303,cross_hsf_same_fold,PF13561,PF00561,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
3ged_B,2xt0_A,0.1581,0.06711409395973154,303,cross_hsf_same_fold,PF13561,PF00561,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
